Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
14.82,4.74,6.38,-2.74,30.58,0.2,7.58,-17.86,-3.99,-4.66,0.78,-11.11,6.93,-3.98,-13.96,-17.72,22.05,-2.69,3.97,-11.6,-7.52
13.21,6.54,-0.87,1.56,29.12,0.45,9.99,-26.31,-9.34,-1.13,-4.9,-6.86,8.59,-4.5,-14.46,-11.26,21.54,-1.39,4.54,-9.51,-4.92
13.65,7.75,-11.25,1.94,25.39,-1.95,6.38,-33.88,-8.39,4.0,-8.7,-2.27,13.11,-2.97,-16.02,-4.81,23.21,-1.34,1.28,-5.22,-0.04
15.02,7.57,-19.79,-0.52,21.7,-4.92,-0.47,-36.21,-1.78,8.54,-9.2,0.97,17.48,-1.15,-18.26,-2.05,25.64,-3.15,-4.4,0.03,4.62
15.67,6.2,-22.63,-3.84,18.72,-7.06,-7.25,-31.23,8.01,11.05,-6.55,1.4,19.9,0.01,-20.69,-3.88,27.58,-6.55,-10.24,3.72,7.37
15.72,4.42,-19.5,-7.08,16.4,-8.49,-13.25,-19.95,18.67,11.31,-3.28,-0.3,19.96,0.36,-22.88,-8.47,28.77,-11.11,-15.1,5.39,8.04
15.35,3.24,-11.54,-8.77,16.21,-7.17,-15.25,-5.24,25.68,8.08,-4.35,-4.01,16.76,-1.37,-24.31,-14.62,27.87,-15.57,-17.58,9.87,6.22
14.07,3.63,-1.39,-7.8,17.83,-2.6,-11.63,5.13,26.29,3.27,-8.93,-8.74,11.98,-4.92,-24.6,-21.06,24.97,-18.69,-16.09,14.92,3.73
12.27,5.7,5.83,-4.93,19.67,2.89,-5.59,8.45,21.63,-0.09,-11.09,-11.57,8.3,-8.53,-24.39,-25.86,21.78,-20.21,-12.89,14.95,3.22
10.58,8.29,8.47,-1.32,21.59,8.31,1.1,5.67,13.15,-1.75,-9.4,-12.19,6.3,-11.75,-24.26,-28.17,18.79,-20.32,-9.67,11.89,4.31
9.52,10.89,6.5,2.44,23.35,13.05,7.32,-1.54,3.12,-1.38,-5.98,-11.46,6.26,-14.15,-24.09,-27.42,16.23,-19.18,-6.76,6.81,6.07
9.39,12.83,0.29,6.15,22.86,15.26,10.16,-9.81,-4.79,1.44,-5.7,-9.47,9.17,-14.15,-23.81,-23.68,14.97,-17.42,-5.14,2.26,8.85
10.49,13.31,-8.4,8.17,19.32,14.67,7.75,-14.93,-6.8,4.96,-8.0,-6.24,13.94,-11.76,-24.02,-18.11,15.68,-16.38,-6.36,0.39,11.92
12.26,12.16,-15.81,7.59,14.77,13.19,2.15,-16.33,-3.0,7.03,-8.06,-3.56,17.89,-8.83,-24.6,-13.63,17.18,-16.56,-9.33,1.39,13.63
13.54,9.99,-19.46,5.65,10.53,12.19,-4.01,-15.23,4.74,7.41,-4.9,-2.51,19.36,-6.29,-24.78,-11.88,18.77,-17.84,-12.15,2.95,13.53
13.98,7.53,-18.03,3.81,6.58,11.48,-9.71,-11.82,14.16,6.19,1.02,-2.99,18.03,-4.39,-24.37,-12.66,20.15,-20.0,-14.1,2.61,12.26
12.64,5.21,-11.0,3.64,5.3,13.0,-11.28,-5.28,20.51,2.36,4.03,-5.72,13.73,-4.34,-23.18,-15.1,19.71,-21.67,-13.73,1.86,9.02
8.91,3.11,-0.52,6.21,6.56,16.85,-7.06,1.25,20.65,-2.76,0.58,-9.66,8.41,-6.13,-21.0,-17.32,17.28,-21.7,-9.54,1.24,4.3
3.86,2.08,8.17,8.93,8.19,20.44,-0.91,4.39,15.76,-6.79,-4.41,-12.43,4.3,-8.0,-18.73,-17.27,14.38,-20.19,-3.86,1.53,0.28
-1.04,2.19,12.63,10.02,10.22,23.48,5.31,1.32,7.58,-8.82,-7.26,-14.01,2.29,-9.02,-16.33,-15.69,11.59,-16.92,2.04,2.15,-1.88
-4.97,2.41,12.05,10.75,12.27,26.2,11.43,-5.34,-2.04,-8.59,-9.64,-15.04,2.5,-8.95,-13.87,-14.14,9.16,-11.79,7.93,1.89,-2.49
-7.8,1.92,6.72,12.13,12.01,26.81,14.93,-11.34,-9.67,-6.42,-12.72,-14.41,5.59,-7.13,-12.44,-12.73,7.87,-6.37,12.18,2.63,-2.07
-8.81,0.05,-1.93,12.16,8.23,24.6,13.49,-13.3,-11.6,-3.23,-12.3,-12.23,10.92,-3.42,-12.34,-10.84,8.23,-1.95,12.76,2.01,-0.8
-8.68,-3.63,-9.51,9.66,3.41,21.03,8.83,-10.39,-7.48,-1.24,-7.29,-10.55,15.66,0.49,-12.8,-9.06,9.15,0.6,10.89,1.63,-0.94
-7.95,-7.64,-13.26,5.61,-0.12,17.33,3.1,-3.69,0.25,-1.21,-3.28,-10.33,18.06,3.62,-13.22,-8.28,9.81,0.98,8.3,4.42,-2.6
-6.4,-10.1,-11.63,1.69,-2.06,14.23,-2.1,4.72,10.32,-1.82,-5.57,-11.51,18.14,6.57,-13.09,-9.22,10.72,0.22,6.23,4.89,-4.25
-4.63,-10.18,-4.25,-0.81,-1.32,13.73,-3.49,12.68,18.22,-3.67,-12.77,-14.02,14.69,7.77,-12.2,-12.4,10.66,-0.45,6.02,2.63,-6.03
-4.03,-8.01,5.52,-0.04,2.55,15.81,0.24,17.49,19.6,-6.87,-20.78,-17.26,8.04,6.6,-10.59,-17.77,8.74,-0.23,8.79,1.36,-8.9
-4.49,-4.49,12.43,3.3,6.74,18.29,5.89,17.29,14.67,-9.42,-25.16,-19.39,0.47,4.87,-9.12,-23.03,6.51,1.22,12.43,3.18,-11.99
-5.61,-0.63,14.99,7.45,10.56,21.03,12.19,12.39,5.22,-10.71,-26.51,-20.56,-5.68,3.59,-7.88,-25.73,4.83,4.42,15.87,4.89,-14.01
-6.78,2.61,13.17,11.95,13.89,23.96,18.61,4.77,-6.54,-10.65,-26.87,-21.52,-8.11,3.1,-6.8,-25.7,4.03,9.26,18.93,3.25,-14.69
-6.74,4.53,7.27,15.19,14.72,24.56,21.36,-5.35,-16.31,-8.51,-24.62,-20.53,-5.61,4.5,-6.44,-23.88,4.83,14.19,19.99,-0.48,-12.88
-4.54,4.45,-0.14,15.8,12.18,21.81,18.37,-13.43,-20.41,-4.9,-19.36,-17.54,-0.13,7.56,-7.28,-21.31,7.21,17.66,17.18,-3.04,-10.36
-0.66,2.34,-5.25,13.92,8.66,17.64,12.42,-15.02,-18.28,-1.59,-12.82,-15.63,5.08,10.83,-8.52,-19.72,10.03,19.27,12.33,-5.83,-9.34
3.66,-0.64,-7.02,9.27,5.64,13.44,5.56,-11.54,-11.74,0.33,-5.69,-15.83,8.15,13.35,-9.49,-19.04,12.29,19.06,7.29,-7.39,-9.67
7.65,-3.01,-5.07,2.88,3.9,9.58,-1.21,-4.85,-2.51,0.72,-0.9,-17.49,8.81,15.31,-9.81,-19.23,14.13,17.37,3.16,-8.79,-10.72
10.2,-4.45,1.32,-2.64,4.85,8.45,-4.2,3.96,4.98,-1.78,-0.37,-20.15,6.56,15.54,-9.12,-21.82,14.52,15.61,1.79,-10.66,-12.83
10.07,-4.89,9.63,-4.6,7.69,10.08,-1.44,11.74,6.81,-6.25,-1.61,-22.41,2.09,13.73,-7.33,-26.68,12.75,14.73,4.32,-12.66,-16.01
7.89,-4.62,16.16,-3.25,10.34,11.9,4.43,15.94,3.12,-9.66,-1.67,-22.83,-2.32,11.07,-5.5,-30.51,9.94,14.72,8.41,-15.67,-18.19
4.81,-3.63,18.96,-0.17,12.98,12.99,11.15,14.84,-4.74,-12.01,0.47,-22.1,-5.58,8.35,-4.05,-31.68,6.78,15.47,12.39,-16.24,-19.34
1.58,-1.94,16.79,3.61,15.29,13.47,17.64,8.3,-14.9,-12.84,1.97,-19.53,-6.57,6.3,-2.84,-29.64,4.01,16.95,15.9,-14.3,-19.49
-1.06,-0.22,9.33,7.52,15.5,11.82,20.98,-1.3,-22.87,-11.04,2.42,-15.15,-4.16,6.38,-2.06,-24.41,3.03,18.12,17.44,-12.39,-18.1
-2.35,0.49,-0.55,9.99,12.84,7.91,19.25,-8.22,-24.68,-7.3,3.74,-10.86,0.7,8.96,-1.99,-17.44,4.61,18.55,15.63,-13.68,-15.76
-2.25,-0.05,-7.38,9.96,8.88,3.54,14.55,-10.4,-20.43,-4.17,6.77,-9.27,5.1,12.07,-2.59,-11.56,7.18,17.79,11.61,-15.0,-14.47
-1.8,-1.36,-7.91,7.75,5.51,-0.22,9.03,-8.9,-12.28,-3.21,9.18,-10.81,7.88,14.55,-3.64,-8.12,9.44,15.64,7.06,-13.3,-14.52
-1.12,-2.56,-3.18,3.75,3.6,-3.05,3.58,-4.31,-1.82,-4.14,7.99,-12.91,9.25,16.55,-4.66,-7.4,11.56,12.45,3.26,-12.35,-14.47
-0.78,-3.5,4.81,-0.39,4.44,-2.71,1.63,3.15,6.84,-6.66,2.62,-15.38,8.38,16.79,-5.08,-9.31,12.32,9.53,1.62,-13.21,-15.08
-2.04,-3.9,12.08,-1.7,7.95,0.76,4.65,9.87,9.65,-9.99,-4.01,-18.41,5.52,14.83,-4.8,-12.13,11.26,7.97,3.19,-13.55,-17.13
-4.48,-3.21,14.57,-1.09,11.9,4.86,9.08,10.94,6.84,-12.16,-6.75,-19.87,2.97,12.41,-4.54,-12.83,9.98,8.18,5.36,-13.85,-18.28
-6.86,-2.02,12.07,-0.6,15.29,9.03,13.69,5.47,-0.4,-12.58,-4.49,-19.25,2.06,10.4,-4.19,-10.95,8.68,10.39,7.16,-14.75,-18.08
-8.52,-0.71,5.8,0.16,16.86,13.17,18.29,-3.29,-10.18,-11.5,-0.46,-17.48,3.1,9.18,-3.83,-8.88,7.65,14.54,8.77,-14.99,-17.55
-9.27,0.48,-3.38,0.85,14.76,15.39,19.89,-12.75,-17.88,-8.93,3.09,-14.96,6.67,9.97,-4.22,-7.62,8.04,19.08,9.0,-11.94,-16.16
-8.4,1.24,-12.52,-0.56,10.93,15.26,16.13,-20.52,-19.04,-5.34,4.52,-12.64,11.83,12.98,-5.85,-6.69,10.45,22.6,6.08,-7.36,-13.16
-5.65,1.01,-17.6,-3.78,7.95,14.32,9.68,-23.54,-14.18,-2.19,4.04,-11.9,16.39,16.43,-7.89,-6.76,13.54,24.22,1.24,-4.58,-10.86
-1.81,-0.08,-18.76,-7.1,5.74,13.52,3.29,-21.09,-5.68,0.0,3.28,-13.07,19.17,19.08,-9.96,-8.66,16.28,23.82,-3.8,-4.22,-10.09
1.09,-1.68,-15.78,-8.91,3.41,12.6,-2.2,-13.97,4.5,1.07,2.72,-14.95,19.6,20.48,-12.06,-12.69,18.22,21.49,-8.41,-3.62,-11.0
1.6,-3.21,-7.86,-8.89,3.06,14.01,-3.85,-4.92,12.21,-0.16,2.69,-17.67,16.84,19.59,-13.75,-18.07,18.25,18.68,-10.91,-3.85,-13.78
-1.09,-4.07,2.83,-6.12,5.43,17.78,-0.44,1.84,13.85,-3.18,3.84,-21.39,11.83,16.43,-14.87,-23.85,16.11,16.43,-10.11,-3.65,-17.73
-5.13,-3.55,10.88,-1.59,8.7,21.95,4.88,3.82,9.97,-5.72,6.23,-23.93,6.38,12.59,-15.86,-28.03,13.4,15.2,-7.76,-1.66,-21.03
-8.67,-2.25,13.87,3.46,12.55,26.32,11.02,0.98,1.9,-6.72,7.72,-24.42,1.91,8.94,-15.93,-28.65,11.03,15.53,-4.71,-1.67,-22.51
-11.62,-1.18,12.25,8.36,15.73,30.66,17.26,-6.17,-8.43,-5.66,8.74,-23.87,0.08,5.82,-15.05,-25.5,9.18,17.12,-1.35,-4.6,-22.06
-13.49,-1.16,7.34,12.12,16.01,32.76,20.37,-15.3,-16.24,-2.12,8.69,-22.3,1.67,4.67,-13.82,-19.73,9.18,18.94,1.01,-8.59,-20.22
-13.41,-1.68,1.83,12.63,13.43,32.16,18.01,-21.36,-17.51,2.02,5.61,-20.34,5.21,5.95,-12.96,-13.73,11.52,19.98,0.6,-10.6,-17.46
-11.14,-2.59,-1.53,9.13,10.1,30.59,12.13,-21.81,-13.33,4.68,-0.17,-17.85,8.3,8.34,-11.94,-9.45,14.85,19.7,-1.47,-11.21,-15.36
-8.29,-4.15,-1.84,3.29,7.48,28.96,5.34,-16.11,-5.76,5.78,-5.04,-15.39,9.04,10.29,-10.86,-7.7,17.88,17.88,-3.68,-11.76,-15.22
-6.07,-5.84,0.47,-3.25,5.79,27.2,-1.13,-5.69,3.69,5.29,-7.48,-14.67,7.2,11.54,-9.72,-7.75,20.33,14.47,-5.41,-11.93,-16.84
-5.03,-6.67,4.57,-9.41,6.83,27.47,-4.13,4.4,11.39,3.07,-8.97,-16.65,2.89,11.2,-7.66,-8.1,21.19,11.05,-5.15,-12.83,-19.4
-5.69,-6.05,9.31,-12.5,10.25,29.65,-2.17,9.06,13.51,-0.16,-9.72,-19.44,-2.78,9.17,-4.74,-9.29,20.27,8.7,-1.63,-13.77,-22.14
-7.27,-3.71,11.61,-11.62,13.83,31.6,2.04,7.02,10.72,-2.22,-9.47,-21.62,-7.6,6.85,-2.22,-12.21,19.3,7.78,2.87,-13.21,-22.74
-9.38,-0.84,9.81,-7.49,16.79,33.36,7.54,0.42,3.51,-2.76,-10.03,-23.25,-10.85,4.45,-0.29,-15.04,18.29,8.65,7.28,-9.22,-21.13
-10.96,1.96,3.79,-1.69,18.59,34.91,13.52,-8.3,-6.4,-1.93,-12.84,-23.19,-11.61,2.53,1.15,-15.32,17.48,11.13,11.35,-6.56,-17.71
-11.16,3.94,-3.94,3.37,17.09,33.53,16.09,-17.39,-14.45,0.75,-14.7,-20.3,-9.4,2.4,1.43,-12.94,17.89,13.55,12.99,-5.29,-13.6
-9.59,4.22,-10.16,4.96,11.79,28.77,13.28,-22.35,-16.9,4.12,-12.29,-15.59,-5.86,3.99,0.38,-9.29,19.56,14.42,10.43,-4.19,-9.8
-6.65,3.09,-12.88,3.5,3.21,23.16,8.03,-21.44,-13.41,6.38,-6.21,-11.36,-2.6,6.35,-0.96,-6.59,21.7,14.01,6.08,-6.43,-7.18
-3.38,1.69,-11.19,0.42,-4.63,17.72,2.28,-16.95,-6.16,7.07,2.38,-9.48,-1.02,8.21,-2.66,-5.97,23.28,12.26,1.59,-9.61,-6.02
-1.39,0.16,-5.98,-2.75,-9.48,12.28,-3.53,-9.69,3.02,6.68,12.31,-10.52,-1.32,9.1,-4.78,-6.45,23.56,8.88,-2.73,-11.19,-6.2
-0.97,-1.55,1.07,-3.82,-9.52,9.11,-5.8,0.32,9.58,4.16,18.5,-14.2,-4.13,7.96,-6.49,-6.9,21.62,5.23,-5.16,-10.13,-8.82
-3.21,-3.37,9.25,-0.74,-5.57,8.7,-2.58,10.41,9.3,-0.58,17.18,-17.96,-8.49,4.85,-6.99,-7.17,17.6,3.02,-3.92,-6.45,-13.22
-6.84,-4.1,16.35,4.67,-0.08,9.97,3.34,16.39,3.46,-4.76,8.63,-19.74,-11.42,2.13,-6.59,-8.85,13.85,3.52,-0.49,-3.49,-16.05
-10.04,-3.15,20.24,9.65,5.81,12.61,9.98,14.36,-5.38,-6.91,-4.46,-19.18,-12.12,0.48,-5.53,-11.36,11.27,6.69,3.79,-0.87,-16.11
-12.4,-1.26,19.17,13.16,10.75,15.34,15.84,5.98,-15.23,-7.07,-15.78,-17.23,-11.45,-0.56,-4.04,-11.56,9.58,11.35,7.79,1.59,-14.35
-13.36,0.65,13.32,14.3,12.33,15.45,17.44,-4.73,-22.13,-4.72,-19.58,-14.54,-8.65,-0.11,-3.11,-9.13,9.69,15.84,9.72,2.36,-11.29
-12.14,1.59,4.46,12.16,9.32,12.44,13.3,-12.7,-23.05,-0.36,-15.83,-11.63,-4.12,1.99,-3.13,-5.34,11.55,18.55,7.97,1.98,-7.29
-9.57,1.16,-2.48,8.61,4.03,8.41,6.86,-13.62,-19.16,2.82,-9.62,-10.03,0.04,4.09,-3.5,-2.39,13.71,19.0,4.07,1.99,-4.66
-6.31,0.25,-4.5,4.85,-0.33,4.09,0.49,-8.8,-12.13,3.55,-4.16,-9.43,2.72,5.05,-4.08,-1.57,15.46,17.06,-0.13,1.86,-4.11
-2.71,0.04,-2.0,1.49,-3.31,-1.03,-5.61,-1.0,-2.95,2.7,1.68,-9.09,3.09,4.72,-4.93,-3.07,16.99,12.92,-4.17,0.87,-4.66
