Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-17.5,-8.34,8.88,2.8,-0.21,9.37,8.82,-26.22,5.98,2.2,10.28,-11.6,9.53,13.26,1.65,-18.33,-1.84,4.71,12.52,14.57,-20.73
-16.4,-8.59,10.33,1.48,3.45,9.96,9.12,-34.33,8.25,4.69,10.7,-20.32,12.72,14.05,2.88,-16.19,1.52,-3.67,15.04,12.52,-17.51
-14.77,-8.91,10.5,-0.09,6.35,9.92,9.07,-38.44,10.64,6.95,6.96,-27.02,14.99,14.89,3.76,-13.83,4.15,-7.73,16.63,8.84,-13.12
-13.24,-9.61,10.21,-1.46,7.16,8.71,8.07,-37.37,11.76,7.73,2.79,-29.05,15.9,15.54,3.56,-13.26,4.79,-4.57,15.29,5.78,-8.85
-12.92,-10.84,8.55,-2.17,6.25,6.76,5.94,-30.11,12.0,6.59,-0.76,-25.16,15.39,15.46,2.42,-11.93,3.74,0.66,11.94,3.96,-5.6
-13.07,-12.07,5.3,-2.18,4.64,4.77,2.95,-20.5,11.65,3.73,-3.22,-17.1,14.05,14.94,0.56,-12.42,1.97,7.97,7.21,5.23,-4.07
-12.99,-12.29,1.08,-2.26,3.57,3.47,-0.51,-14.75,9.9,0.73,-4.74,-7.12,13.0,14.43,-1.75,-14.32,0.39,16.78,1.78,10.3,-4.24
-13.05,-11.44,-3.07,-1.88,3.74,3.31,-3.27,-13.55,7.44,-0.47,-4.59,0.78,12.94,14.05,-3.71,-17.99,-0.15,22.25,-2.64,16.93,-5.16
-13.26,-10.37,-6.17,-1.22,5.74,4.83,-4.22,-15.55,5.27,0.1,-3.02,2.92,14.24,14.36,-4.48,-20.66,1.69,20.9,-4.22,19.37,-5.7
-12.98,-9.92,-6.22,-0.92,9.19,7.86,-3.47,-19.81,3.15,1.01,0.69,-1.4,16.55,16.16,-3.65,-23.66,5.33,16.8,-3.55,15.85,-6.44
-11.17,-9.11,-2.92,-1.01,12.75,10.94,-2.21,-25.4,2.14,2.05,5.15,-10.24,18.9,18.54,-1.97,-25.99,9.47,12.31,-2.1,7.74,-7.48
-8.32,-8.11,0.96,-0.95,16.26,14.07,-0.93,-31.35,3.13,3.14,8.06,-22.0,20.87,20.98,-0.18,-26.75,13.78,8.08,-0.11,-2.01,-8.46
-5.23,-7.65,2.1,-1.56,18.67,16.54,-0.29,-34.35,4.8,3.75,11.19,-32.83,21.67,23.44,1.16,-26.33,16.85,8.09,1.22,-10.93,-10.41
-4.25,-8.27,2.28,-2.64,18.02,17.11,-0.61,-33.63,5.07,1.83,17.23,-37.98,20.74,25.98,1.67,-26.9,17.35,14.87,0.82,-15.54,-13.35
-5.61,-9.9,1.44,-2.92,15.5,17.17,-1.29,-29.47,4.0,-0.49,18.54,-36.17,18.89,27.12,1.78,-27.57,16.25,23.0,-0.11,-14.44,-15.81
-8.1,-10.89,-0.57,-2.89,11.81,16.92,-1.93,-23.89,1.62,-3.46,16.87,-29.1,16.29,26.72,1.88,-28.2,13.65,31.46,-1.28,-9.29,-17.72
-11.06,-11.13,-3.22,-3.1,7.51,16.31,-2.57,-18.77,0.03,-6.9,15.34,-19.54,13.89,25.63,1.74,-28.85,10.14,39.37,-2.59,-1.81,-20.4
-14.75,-11.82,-4.9,-3.32,4.22,16.26,-2.89,-16.39,1.22,-8.18,12.54,-11.58,13.2,24.23,1.54,-29.11,7.56,42.3,-3.37,5.93,-22.66
-17.7,-13.21,-5.56,-3.76,3.47,17.67,-2.36,-18.46,3.86,-6.9,10.61,-9.02,14.98,23.24,2.27,-28.64,7.42,37.89,-2.15,9.64,-23.28
-18.74,-14.34,-5.86,-4.77,5.1,19.7,-1.19,-24.1,6.93,-3.27,9.45,-12.51,18.36,22.83,3.95,-27.57,9.43,30.77,0.69,8.05,-22.78
-19.37,-16.11,-6.5,-6.02,7.82,21.57,0.5,-31.44,10.37,0.15,10.59,-19.81,22.54,23.4,6.14,-25.7,12.11,24.23,4.24,2.47,-21.11
-20.24,-18.8,-5.8,-7.38,10.62,23.09,2.36,-38.28,14.5,3.23,12.37,-28.89,26.46,24.21,8.24,-23.22,14.88,17.95,8.18,-4.83,-18.68
-20.98,-21.64,-4.52,-8.88,11.88,23.53,3.68,-41.94,18.02,5.18,12.29,-36.45,28.99,24.86,9.67,-20.15,16.32,15.61,11.4,-11.12,-15.75
-21.95,-24.2,-3.17,-10.95,10.39,22.31,3.68,-40.98,19.86,5.74,11.65,-38.79,29.49,25.21,9.97,-17.53,15.35,19.5,12.57,-14.27,-13.96
-23.26,-27.06,0.85,-12.52,7.05,20.72,3.24,-36.83,19.17,5.05,11.29,-35.67,27.75,24.73,9.1,-15.8,12.62,24.65,12.59,-14.1,-13.56
-23.94,-28.86,2.02,-13.65,3.07,19.28,3.06,-30.59,15.3,3.13,10.19,-28.34,24.71,23.44,7.43,-13.94,9.35,31.14,12.18,-10.64,-14.25
-23.58,-28.69,-1.48,-14.87,-0.74,17.68,2.93,-24.47,9.52,1.78,9.69,-18.86,22.04,21.7,5.4,-13.32,6.06,38.08,11.29,-4.54,-15.46
-22.85,-26.51,-6.33,-15.8,-3.85,15.94,2.82,-19.58,3.68,1.06,11.85,-10.98,20.32,19.74,3.32,-12.51,3.68,40.39,10.57,2.7,-17.39
-21.75,-23.85,-11.46,-15.95,-5.18,14.83,3.04,-17.44,0.8,1.36,17.31,-8.69,20.34,18.19,2.02,-10.87,3.48,34.88,11.36,7.24,-19.29
-18.9,-20.32,-14.66,-15.01,-3.85,14.53,3.58,-20.29,2.22,3.52,18.11,-12.95,22.26,17.32,1.92,-10.31,5.56,26.38,13.2,7.41,-19.46
-14.79,-16.25,-16.16,-14.6,-1.05,14.39,3.89,-26.58,7.2,6.71,16.89,-21.6,25.13,17.35,2.54,-9.88,8.73,18.34,15.12,2.91,-18.17
-11.24,-13.27,-15.74,-14.63,2.19,14.75,3.91,-35.76,15.73,10.95,14.68,-32.23,28.25,17.98,3.26,-9.85,12.64,11.41,17.09,-3.8,-16.21
-9.48,-12.9,-12.79,-15.03,4.3,15.2,3.4,-43.79,24.78,15.11,11.52,-41.17,30.47,18.93,3.83,-9.71,15.57,9.5,18.06,-10.53,-15.05
-9.21,-13.99,-12.7,-16.06,4.47,14.36,1.95,-47.38,29.67,17.79,10.64,-43.88,31.15,20.34,4.38,-10.45,16.29,15.07,17.33,-15.01,-14.46
-10.31,-15.79,-12.58,-16.52,3.08,13.34,0.24,-46.6,29.18,18.98,9.66,-40.31,30.65,21.35,4.63,-12.49,15.35,22.83,15.88,-16.13,-14.01
-11.84,-16.26,-13.24,-16.58,-0.17,12.36,-1.44,-42.26,24.62,19.25,7.17,-32.15,28.88,21.54,4.68,-14.8,12.69,31.86,13.72,-13.21,-14.47
-12.89,-14.73,-14.15,-15.9,-4.32,11.2,-2.7,-36.53,17.35,18.47,4.79,-21.82,25.85,20.8,4.24,-17.26,8.5,41.02,10.79,-7.12,-15.39
-13.52,-11.91,-14.34,-13.66,-8.29,10.26,-3.14,-31.45,9.51,17.87,3.05,-13.31,22.45,19.19,3.79,-18.82,3.85,45.02,8.21,1.26,-15.85
-13.43,-10.15,-13.12,-11.41,-10.42,10.26,-2.2,-29.62,4.65,18.73,2.03,-10.25,20.11,17.21,3.59,-18.42,0.9,40.76,7.4,8.27,-14.7
-12.53,-9.41,-10.86,-9.68,-11.29,10.15,-0.4,-31.53,3.86,19.96,1.99,-11.96,18.89,15.69,4.29,-15.27,-0.6,32.51,8.04,11.39,-13.14
-11.27,-8.68,-9.03,-7.81,-11.51,9.61,1.64,-35.1,6.64,21.8,3.81,-18.04,18.35,14.75,5.47,-12.77,-1.04,24.0,9.53,10.86,-11.27
-10.28,-8.77,-7.3,-6.61,-11.25,9.21,3.7,-36.27,11.17,23.16,6.82,-27.06,18.2,14.29,6.78,-10.74,-0.45,16.16,11.72,6.45,-8.97
-9.36,-9.83,-5.85,-6.31,-11.22,8.85,5.72,-32.37,15.15,22.56,8.41,-34.89,17.65,14.1,7.66,-8.06,-0.05,13.27,13.35,-0.94,-7.88
-8.22,-11.02,-5.31,-6.86,-11.81,8.35,6.78,-27.62,16.6,19.41,9.67,-37.72,16.71,14.28,7.85,-7.39,-0.51,18.1,12.81,-7.14,-7.08
-7.69,-11.67,-5.42,-8.14,-12.71,8.3,6.91,-23.32,15.49,16.49,10.39,-35.16,15.7,14.02,6.88,-8.76,-1.3,25.43,10.82,-10.71,-5.59
-9.06,-12.36,-8.44,-9.87,-14.83,8.07,6.41,-17.67,13.29,14.96,9.37,-27.5,14.17,13.18,5.21,-9.19,-2.89,33.8,7.76,-10.63,-3.72
-11.46,-12.47,-12.14,-11.45,-17.6,7.51,5.77,-10.46,9.8,12.91,8.01,-16.69,12.04,11.75,3.42,-9.06,-5.2,41.66,4.16,-7.87,-2.52
-13.57,-11.81,-12.64,-11.96,-19.71,7.07,5.56,-5.8,6.15,11.76,8.6,-7.94,10.7,10.03,1.94,-10.03,-6.96,44.16,1.07,-4.07,-2.49
-13.57,-10.28,-10.98,-10.87,-19.74,7.72,6.06,-6.8,3.93,12.3,11.29,-5.69,10.79,8.52,1.14,-12.68,-6.92,38.84,-0.27,-0.73,-2.06
-11.17,-7.81,-8.86,-9.27,-17.87,8.9,6.51,-13.84,3.68,14.77,13.16,-9.63,11.32,7.7,1.34,-13.29,-5.22,30.59,-0.44,0.27,-0.85
-7.92,-6.63,-2.66,-7.69,-14.91,10.15,6.85,-21.78,4.61,17.62,15.29,-17.61,11.89,7.45,2.15,-12.26,-3.14,21.87,0.04,-3.16,-0.09
-4.06,-5.81,2.19,-6.9,-11.34,10.91,7.01,-27.62,6.8,20.27,19.45,-27.54,12.61,8.08,3.19,-11.4,-0.98,13.79,1.1,-10.6,0.87
-0.23,-5.88,4.05,-7.49,-8.34,10.76,6.77,-27.55,8.74,20.99,22.49,-36.01,12.38,9.2,3.87,-9.59,0.27,10.7,1.85,-19.16,2.25
3.75,-4.84,3.8,-9.63,-7.06,9.42,5.4,-25.04,9.44,19.97,22.56,-39.07,11.33,10.35,3.74,-10.06,-0.1,14.69,0.9,-22.95,3.5
6.34,-3.56,4.39,-13.03,-7.92,7.31,3.01,-22.03,8.82,16.92,24.74,-35.88,9.68,11.04,2.74,-12.09,-1.75,20.32,-1.18,-21.37,3.66
6.93,-2.92,7.95,-16.89,-10.41,5.14,0.21,-17.5,6.53,13.13,26.14,-27.65,6.78,10.38,0.87,-12.86,-4.76,26.88,-4.22,-16.01,2.45
6.47,-1.77,10.82,-18.89,-13.47,3.22,-2.17,-14.33,3.0,8.77,26.85,-16.51,3.95,9.01,-1.23,-12.66,-8.32,33.67,-7.71,-7.68,-1.01
6.03,1.31,8.96,-16.52,-15.24,2.49,-3.15,-16.89,1.11,7.32,22.65,-7.52,3.2,7.41,-2.82,-14.35,-9.94,36.83,-9.52,3.4,-4.78
4.6,3.23,5.67,-10.54,-14.78,3.5,-2.26,-22.34,1.52,8.02,17.83,-4.81,3.83,5.84,-3.48,-17.05,-9.01,33.17,-8.57,11.68,-6.23
2.34,3.11,4.29,-3.9,-12.26,5.61,-0.11,-28.78,3.74,9.36,14.54,-8.27,5.17,5.04,-2.88,-18.92,-6.56,26.7,-5.82,13.35,-5.89
0.32,2.38,3.37,1.15,-8.94,7.82,2.11,-36.28,8.06,11.34,13.08,-15.64,6.98,5.08,-1.24,-20.23,-3.19,20.49,-2.28,10.42,-4.78
-1.22,0.23,2.45,3.33,-6.03,9.68,3.89,-40.89,13.4,13.95,12.32,-24.47,8.72,6.06,0.99,-18.91,0.32,14.78,1.79,2.99,-3.36
-2.34,-3.28,1.81,2.78,-3.98,10.87,4.83,-42.23,16.72,15.54,12.54,-31.46,9.86,8.22,2.99,-16.2,2.98,13.93,5.02,-6.57,-2.17
-3.15,-4.99,0.43,0.31,-3.42,10.56,4.75,-40.48,15.66,14.16,12.69,-33.29,10.08,11.0,4.19,-14.6,3.99,19.9,5.97,-12.72,-1.28
-3.88,-5.43,-1.04,-2.11,-4.45,9.6,4.24,-34.4,10.26,11.73,10.4,-29.6,9.05,12.8,4.26,-12.39,3.37,26.9,5.44,-13.81,-1.25
-4.04,-5.09,-2.55,-4.03,-6.47,8.15,3.13,-26.96,2.46,8.8,8.31,-21.97,7.38,13.92,3.71,-11.05,1.54,34.21,3.51,-10.47,-2.67
-3.22,-3.41,-4.89,-5.19,-9.17,6.36,1.45,-20.09,-5.42,6.36,6.35,-12.38,5.87,14.09,2.77,-11.27,-0.97,40.94,0.5,-3.29,-5.45
-1.17,-0.79,-7.28,-4.89,-11.42,5.45,-0.09,-15.85,-10.9,4.69,4.25,-4.5,5.19,13.33,1.92,-12.2,-2.91,43.17,-2.12,4.66,-8.46
1.09,1.47,-8.93,-3.09,-12.19,6.03,-0.68,-15.98,-12.42,3.91,3.8,-2.22,5.34,12.31,1.99,-13.18,-2.84,39.68,-2.79,9.54,-10.72
2.14,3.12,-7.52,-0.77,-11.58,6.91,-0.65,-19.24,-11.89,2.56,7.67,-5.47,5.66,12.01,3.39,-12.94,-1.72,33.49,-2.13,10.32,-13.11
2.86,4.38,-2.65,1.09,-9.62,7.42,-0.54,-23.96,-10.34,1.64,10.99,-12.0,5.58,11.83,5.46,-11.71,-0.13,26.93,-0.92,8.49,-14.39
3.58,4.42,4.87,1.64,-6.33,7.81,-0.42,-27.9,-6.17,1.82,10.94,-20.32,5.43,11.7,7.54,-10.32,1.97,20.16,0.45,3.97,-14.27
3.67,3.0,10.71,0.76,-3.0,7.76,-0.66,-28.13,0.27,2.41,8.19,-27.23,4.91,11.58,8.75,-8.65,3.49,17.83,0.97,-2.88,-13.24
3.46,2.05,12.24,-1.15,-1.46,6.87,-2.08,-26.69,5.03,1.84,6.22,-28.11,3.54,11.74,9.17,-7.87,3.59,22.55,-0.58,-7.72,-12.13
3.45,1.96,12.34,-3.09,-1.47,5.14,-4.13,-23.68,5.04,0.58,4.45,-22.66,1.24,11.24,8.73,-6.78,2.93,28.8,-2.99,-8.6,-12.01
3.55,1.76,13.32,-5.26,-2.65,2.72,-5.86,-18.51,0.8,-1.27,1.76,-13.29,-1.59,10.14,7.75,-4.9,1.59,35.71,-5.62,-6.54,-13.11
3.54,1.53,11.88,-6.63,-3.93,0.74,-6.55,-13.06,-5.14,-3.52,-0.19,-2.57,-4.31,8.38,6.52,-3.64,-0.13,42.41,-8.18,-1.4,-15.3
2.75,1.84,9.88,-5.42,-4.97,-0.39,-5.9,-10.37,-9.34,-4.44,-0.05,5.66,-5.86,5.84,5.31,-3.79,-1.2,43.41,-9.83,4.94,-17.73
3.0,3.78,5.73,-1.68,-5.15,-0.35,-4.08,-12.07,-9.64,-2.58,1.45,7.52,-5.42,3.24,4.65,-4.54,-0.27,36.04,-9.55,9.92,-19.62
4.25,5.44,1.94,2.08,-3.86,0.82,-1.78,-17.46,-7.66,-0.05,4.26,3.23,-3.51,1.55,4.98,-5.25,2.27,25.75,-7.92,11.52,-20.25
5.63,5.93,0.99,4.39,-1.3,2.54,0.7,-23.21,-5.44,3.0,6.85,-5.19,-0.96,0.81,5.56,-5.91,5.72,16.1,-5.59,8.92,-19.41
6.82,5.99,2.55,5.25,1.85,4.41,2.82,-28.23,-2.93,6.11,9.51,-15.28,1.46,0.62,5.59,-6.47,9.39,7.68,-2.88,3.68,-18.07
6.86,4.62,3.93,4.75,4.24,5.69,4.03,-31.81,0.66,7.89,11.58,-22.53,2.82,1.02,5.32,-6.36,12.07,4.69,-0.9,-1.99,-16.79
5.69,2.85,3.46,3.56,4.67,5.43,4.32,-32.03,4.66,7.98,9.93,-23.73,2.68,1.32,4.71,-5.62,12.48,8.98,-0.45,-5.51,-15.75
3.87,0.87,2.58,3.0,3.09,4.19,4.31,-28.62,6.81,6.96,6.74,-19.04,1.42,0.75,3.77,-4.82,10.89,14.89,-0.67,-6.35,-15.17
1.6,-0.69,1.74,2.87,-0.05,2.6,4.39,-21.89,5.84,5.55,1.93,-10.02,-0.87,-0.64,2.63,-3.51,7.65,21.71,-1.07,-4.84,-15.41
-0.37,-1.4,0.06,2.53,-3.86,1.04,4.32,-14.7,1.67,3.83,-1.73,1.32,-3.58,-2.02,1.63,-2.05,3.38,28.66,-1.73,-1.0,-16.43
-1.58,-1.86,-0.58,1.31,-6.8,-0.05,4.47,-9.71,-5.03,2.25,-2.39,11.58,-5.64,-3.01,1.4,-0.38,-0.02,30.96,-1.65,3.6,-17.17
-1.93,-1.89,0.76,-0.41,-8.0,-0.06,5.5,-8.52,-11.22,2.76,-1.09,16.18,-6.21,-3.56,2.27,1.82,-1.2,25.27,0.49,6.05,-17.34
-1.56,-0.78,4.69,-2.17,-7.86,0.25,7.0,-11.88,-15.05,4.44,1.28,14.14,-5.64,-3.29,4.33,3.97,-0.77,16.29,3.85,5.74,-17.14
-0.05,1.04,10.45,-4.42,-6.87,0.21,8.28,-18.74,-15.99,7.25,4.88,7.18,-3.59,-2.47,6.91,4.94,0.36,7.18,7.41,2.7,-16.82
0.4,1.19,16.43,-6.61,-6.1,-0.06,9.77,-25.79,-13.65,8.37,11.67,-1.94,-1.2,-0.91,9.39,5.72,1.78,-0.74,11.08,-3.41,-15.65
-0.64,-1.38,22.25,-8.5,-5.67,-0.08,11.43,-30.07,-10.16,7.14,17.75,-9.29,0.23,1.35,11.18,6.5,2.82,-2.85,14.13,-11.26,-15.2
