Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
17.76,49.56,33.86,2.0,16.06,7.02,-2.78,-19.33,-4.77,-1.86,-20.43,-23.53,2.43,-24.17,-27.79,-5.62,5.9,-4.71,1.95,1.17,-2.8
21.02,54.73,27.13,1.13,14.68,1.46,-4.1,-16.37,-2.56,-1.62,-21.44,-20.75,1.57,-23.5,-27.88,-8.95,5.48,-4.61,0.52,5.93,-1.73
23.34,59.35,16.18,-0.56,12.88,-3.64,-6.06,-14.82,-1.4,0.06,-23.58,-14.94,0.97,-22.0,-27.37,-10.05,4.64,-2.73,-1.22,10.9,0.28
24.64,62.97,5.19,-0.98,10.77,-7.16,-7.8,-16.04,-1.12,2.61,-23.98,-9.16,1.12,-20.22,-26.71,-8.88,3.87,-3.92,-2.34,14.77,2.58
24.52,65.85,-2.32,0.24,8.88,-8.97,-8.73,-18.67,-1.1,5.02,-22.97,-5.8,1.73,-18.34,-25.85,-7.24,3.18,-7.11,-2.9,16.58,4.17
23.31,68.55,-7.21,1.4,7.86,-10.05,-9.37,-21.37,-0.71,6.82,-20.52,-5.36,3.05,-16.48,-25.06,-5.84,2.72,-9.06,-3.41,16.58,4.39
21.52,70.52,-8.69,1.27,7.85,-10.73,-10.15,-23.95,0.29,7.18,-16.52,-7.32,4.71,-14.87,-24.58,-3.75,2.65,-9.85,-3.96,14.79,3.71
19.92,71.22,-4.47,0.38,9.37,-11.05,-10.85,-25.75,2.64,6.99,-12.96,-11.67,5.89,-14.2,-24.73,-0.63,3.08,-11.85,-4.27,10.51,2.52
17.7,69.69,3.06,0.01,9.06,-11.03,-10.85,-21.35,5.94,5.57,-10.62,-17.36,6.12,-14.0,-25.42,-0.54,2.72,-10.73,-4.93,5.39,1.56
17.5,69.22,9.74,-0.66,7.99,-10.33,-11.1,-17.99,10.05,4.09,-10.67,-21.79,6.37,-14.12,-26.35,-2.97,2.06,-8.85,-5.87,2.28,1.26
19.82,66.78,18.55,-1.87,7.95,-7.93,-11.75,-21.44,14.28,3.55,-11.34,-23.69,6.94,-14.17,-26.72,-6.62,1.42,-8.59,-6.61,0.68,0.47
18.3,63.42,21.38,-2.86,6.24,-5.99,-12.28,-22.71,17.3,2.22,-10.0,-21.38,6.97,-13.69,-25.94,-7.19,0.02,-7.73,-6.85,1.21,-0.75
14.62,60.95,18.17,-3.33,4.45,-4.05,-12.46,-20.42,16.58,1.12,-11.74,-15.17,6.07,-13.67,-24.43,-4.52,-1.88,-5.56,-6.9,3.39,-1.69
11.36,58.7,13.78,-3.1,4.86,-1.41,-12.51,-19.43,13.88,0.97,-15.23,-8.13,4.75,-13.92,-22.47,-0.15,-2.9,-6.45,-6.36,5.12,-1.68
9.54,57.29,11.67,-3.09,6.26,0.24,-13.29,-20.88,13.42,1.95,-18.17,-4.15,3.89,-14.05,-20.97,3.64,-2.71,-9.55,-6.03,6.19,-1.43
8.25,56.45,9.47,-3.42,8.13,0.21,-14.12,-16.43,15.03,2.33,-20.44,-4.1,3.46,-14.38,-20.57,8.33,-2.17,-11.77,-6.5,4.79,-2.83
9.24,57.45,9.47,-2.49,11.6,-0.12,-14.58,-13.2,15.79,2.04,-21.72,-8.02,3.43,-14.61,-21.0,9.58,-0.86,-13.33,-7.2,2.15,-3.82
12.09,58.03,11.78,-0.97,15.66,0.34,-14.31,-16.82,12.33,2.74,-21.04,-13.36,3.59,-14.15,-21.15,8.9,1.14,-15.28,-6.78,-0.13,-2.64
14.81,55.27,16.22,0.47,19.07,1.54,-13.3,-22.63,5.27,3.36,-18.62,-17.63,3.16,-12.96,-20.8,6.08,2.61,-13.22,-5.9,-1.44,-1.18
17.53,53.77,18.92,0.04,20.28,2.36,-13.03,-27.69,-2.09,3.75,-15.09,-19.16,3.06,-11.82,-20.61,2.77,2.6,-10.08,-5.46,-0.3,0.45
19.65,52.71,19.76,-0.58,19.56,3.48,-13.31,-28.76,-8.2,4.11,-12.93,-18.31,2.77,-10.99,-21.14,1.31,1.67,-8.8,-5.19,1.58,1.88
20.78,53.0,20.65,-0.13,17.74,5.3,-13.91,-26.89,-14.07,4.21,-13.24,-15.23,1.81,-10.62,-22.77,-0.12,-0.04,-7.26,-5.5,4.0,2.42
22.3,55.96,20.11,1.81,16.48,7.11,-15.02,-24.79,-20.08,3.38,-15.57,-11.09,0.95,-10.73,-25.21,-2.38,-2.06,-4.46,-6.87,8.1,2.02
23.69,58.3,19.53,3.4,17.18,9.88,-16.48,-26.39,-23.68,3.37,-18.23,-7.44,1.14,-11.36,-27.59,-4.72,-2.7,-4.53,-7.96,12.66,1.83
23.03,59.09,16.37,4.49,18.76,13.28,-17.39,-26.84,-23.52,3.52,-20.78,-5.73,1.88,-12.43,-29.01,-3.65,-2.13,-6.39,-7.98,14.16,1.13
20.86,59.9,12.87,4.77,20.06,16.02,-17.71,-25.88,-20.32,3.77,-23.17,-6.72,3.04,-13.48,-29.52,-2.43,-1.17,-6.97,-7.42,13.05,0.29
17.34,60.36,11.42,4.64,20.85,17.35,-18.13,-30.84,-14.89,4.77,-23.83,-9.82,4.43,-13.93,-28.83,-1.28,-0.19,-6.21,-6.37,12.08,0.79
12.96,59.4,11.19,4.5,20.98,17.93,-17.97,-36.04,-10.63,5.25,-23.49,-13.46,4.7,-14.2,-26.77,4.7,0.35,-5.97,-4.25,8.77,1.73
9.98,59.04,11.21,3.9,20.72,17.67,-17.78,-37.54,-8.06,4.41,-23.31,-16.43,3.79,-14.38,-24.52,10.97,0.04,-2.63,-2.58,4.28,1.06
8.36,57.85,12.68,3.02,19.53,16.66,-17.88,-35.31,-5.98,3.02,-23.51,-16.61,1.77,-15.09,-22.72,16.75,-1.01,0.73,-1.56,-0.06,-0.83
8.31,57.56,15.61,3.16,17.19,15.33,-18.07,-33.86,-2.84,2.22,-23.38,-16.06,-0.62,-16.09,-22.04,15.24,-1.86,1.64,-0.75,-0.03,-0.96
8.06,57.92,18.56,3.8,14.18,14.5,-18.52,-31.68,1.28,2.0,-23.09,-15.45,-2.3,-17.36,-22.75,7.9,-2.8,2.15,-0.62,3.76,0.11
5.68,56.08,20.78,4.38,11.38,13.41,-19.26,-27.73,5.3,1.83,-22.54,-12.88,-3.3,-18.84,-24.07,2.02,-4.53,3.28,-1.25,8.56,1.44
1.8,52.93,22.21,5.36,9.73,12.65,-19.42,-21.6,8.5,1.46,-21.4,-9.79,-3.74,-20.06,-25.32,0.1,-6.11,1.51,-1.7,10.42,2.22
-2.22,47.76,26.55,6.27,10.4,14.18,-18.21,-16.34,9.43,0.32,-19.55,-8.34,-3.39,-20.03,-26.11,-1.7,-6.56,-0.75,-1.56,7.62,2.17
-5.26,41.66,30.59,6.05,12.76,15.69,-17.14,-14.84,8.99,-1.01,-15.68,-8.98,-1.97,-18.55,-26.65,-3.62,-5.86,-0.71,-1.67,3.98,2.12
-5.42,41.34,26.93,5.49,15.58,14.53,-17.23,-18.39,9.13,-1.83,-8.34,-11.82,0.6,-15.77,-27.19,-5.58,-4.08,0.52,-2.24,1.93,1.69
-1.74,45.0,22.22,2.84,19.07,12.44,-18.45,-24.3,10.19,-1.01,-4.4,-16.93,3.73,-13.03,-28.39,-7.5,-0.98,1.08,-2.74,1.33,1.53
5.05,51.59,19.27,-2.5,22.8,10.24,-21.04,-30.62,11.66,0.26,-5.09,-22.35,6.24,-11.36,-30.45,-9.31,2.21,4.61,-4.3,1.61,1.47
12.26,58.17,17.98,-7.73,25.88,8.17,-24.04,-36.05,12.82,1.55,-7.34,-25.68,7.67,-10.98,-32.92,-10.12,4.64,7.99,-6.59,3.1,1.21
17.5,62.32,18.39,-10.64,26.75,6.11,-25.86,-32.23,11.22,0.86,-7.81,-26.72,6.26,-11.72,-34.89,-6.69,5.07,8.22,-8.36,2.89,-0.59
19.19,63.47,20.64,-11.56,26.05,5.02,-26.35,-23.55,5.93,-2.77,-8.67,-24.32,3.19,-12.32,-35.39,-0.39,3.92,8.76,-8.88,1.76,-3.6
18.42,63.4,19.71,-9.93,23.92,4.17,-26.11,-19.69,0.11,-6.61,-11.51,-18.66,0.67,-11.46,-33.78,3.5,2.42,11.1,-8.33,4.03,-5.21
17.51,62.42,17.4,-6.31,21.72,3.49,-25.49,-16.94,-4.44,-9.67,-13.21,-13.89,-1.2,-10.11,-31.22,3.87,1.03,9.97,-6.94,8.04,-5.98
17.41,60.6,16.27,-1.58,19.94,2.9,-24.43,-13.23,-5.73,-12.34,-13.61,-11.99,-2.84,-9.25,-28.24,3.46,-0.5,6.38,-5.37,9.49,-7.49
17.48,59.21,17.97,2.98,18.7,2.17,-23.51,-15.76,-5.61,-13.88,-12.49,-11.8,-3.73,-8.44,-24.68,2.6,-1.65,3.57,-4.28,9.21,-8.38
17.74,59.45,16.25,6.06,17.78,-0.02,-22.85,-21.91,-5.7,-13.73,-10.1,-12.57,-3.57,-7.22,-20.31,2.91,-2.04,1.89,-3.08,8.31,-7.59
17.77,60.39,13.43,7.58,17.08,-2.82,-21.86,-27.66,-6.99,-12.95,-8.18,-14.51,-3.11,-5.77,-15.63,4.99,-1.81,-0.09,-1.13,6.61,-5.72
17.77,61.85,11.42,7.23,15.79,-5.66,-21.12,-32.06,-10.83,-12.91,-6.95,-15.98,-2.89,-4.26,-11.55,8.41,-2.16,2.04,0.25,4.54,-3.38
16.08,61.43,11.2,6.19,13.57,-7.99,-20.32,-31.64,-17.76,-14.66,-6.44,-13.76,-3.61,-3.77,-8.39,16.96,-3.3,4.87,1.0,2.5,-2.5
12.42,58.78,13.33,5.71,12.04,-8.42,-18.85,-25.68,-25.23,-17.17,-6.23,-10.08,-4.53,-4.03,-6.65,23.23,-4.34,5.97,1.65,1.05,-3.22
9.73,57.99,16.87,4.52,11.24,-7.52,-17.73,-23.24,-29.69,-19.28,-5.7,-6.64,-4.8,-4.51,-6.64,23.75,-4.94,7.24,1.53,1.9,-4.18
7.99,58.31,17.16,1.89,9.87,-7.63,-17.46,-20.81,-31.77,-20.53,-5.27,-0.79,-4.97,-5.24,-7.36,25.61,-5.91,8.76,0.6,3.03,-5.63
6.62,58.02,17.74,0.78,8.94,-7.21,-16.38,-14.43,-33.5,-21.52,-5.36,4.26,-5.06,-6.11,-8.33,25.94,-6.51,6.23,0.28,2.78,-7.42
5.83,58.12,16.79,1.78,8.34,-6.27,-14.14,-6.94,-34.39,-22.17,-5.52,5.44,-4.91,-6.65,-9.01,25.74,-6.69,2.12,0.79,0.84,-9.35
6.36,58.41,14.64,2.62,8.48,-4.9,-11.76,-6.3,-32.41,-22.51,-4.85,3.85,-3.9,-6.63,-8.97,23.8,-6.23,-0.2,1.58,-1.11,-10.37
8.97,59.44,16.31,1.57,11.07,-2.89,-10.36,-17.35,-27.42,-21.63,-2.9,-1.21,-1.71,-5.8,-8.61,15.81,-4.63,-0.73,2.06,-1.8,-8.75
12.21,60.73,21.16,-1.32,15.28,-0.09,-9.38,-31.56,-22.1,-19.87,0.03,-8.81,0.98,-4.76,-8.43,6.48,-2.17,-1.42,2.53,-3.95,-6.06
14.62,62.35,25.17,-5.26,18.4,2.42,-8.81,-39.89,-19.62,-18.66,2.73,-16.15,2.57,-3.97,-8.87,-0.19,-0.49,1.46,2.42,-5.7,-5.02
15.45,64.06,25.71,-7.79,19.46,3.4,-8.61,-41.73,-19.43,-17.19,4.17,-20.89,3.68,-3.95,-10.51,-4.38,-0.02,4.45,1.69,-4.48,-3.52
15.6,64.58,27.13,-7.08,19.52,4.09,-8.0,-38.44,-19.81,-17.28,3.31,-23.58,4.53,-5.18,-13.74,-5.95,-0.38,4.7,0.5,-1.93,-3.02
14.97,62.7,28.6,-4.63,18.67,4.67,-7.16,-28.3,-18.76,-18.88,-2.02,-22.96,4.5,-8.06,-18.19,-1.41,-1.72,3.85,-1.49,-0.02,-4.71
14.43,61.89,28.41,-0.76,17.2,4.45,-6.16,-17.24,-18.01,-20.65,-9.81,-18.61,3.74,-11.15,-22.64,4.39,-3.87,3.42,-4.02,1.78,-7.1
14.81,63.59,28.26,3.11,15.57,3.93,-5.37,-12.44,-17.54,-20.39,-16.31,-14.09,3.36,-13.44,-25.95,6.14,-5.63,-0.35,-5.7,5.31,-7.17
14.85,65.18,27.66,6.4,15.21,3.34,-5.08,-11.45,-14.54,-18.75,-20.41,-12.29,4.39,-15.16,-27.86,4.4,-6.71,-5.62,-6.63,8.52,-5.7
14.87,64.79,27.25,9.19,14.91,2.9,-5.03,-13.58,-10.0,-16.26,-22.08,-12.84,6.11,-16.1,-28.3,2.19,-7.05,-9.25,-7.15,9.62,-4.42
16.67,64.23,27.92,11.85,14.4,2.8,-4.51,-16.02,-8.52,-14.45,-22.12,-15.38,7.15,-16.42,-27.61,0.88,-6.83,-11.43,-7.28,8.48,-4.05
19.3,62.89,29.08,13.89,15.46,3.2,-3.78,-19.82,-10.9,-13.26,-21.3,-18.81,7.73,-16.02,-25.9,0.64,-5.74,-13.52,-6.64,6.28,-3.02
20.38,61.28,28.65,13.94,16.4,2.86,-3.46,-17.65,-14.6,-13.49,-20.77,-21.78,7.83,-15.15,-24.1,1.9,-5.36,-11.42,-6.34,3.14,-2.6
20.08,59.81,28.6,12.79,17.03,3.01,-3.87,-15.21,-16.52,-13.96,-20.8,-23.14,7.65,-14.29,-23.03,3.18,-5.73,-8.24,-6.58,1.67,-2.67
19.03,57.64,34.35,11.48,16.77,4.0,-4.3,-12.42,-18.54,-15.28,-21.14,-22.97,5.92,-14.11,-22.84,6.21,-7.12,-6.97,-6.82,0.37,-3.55
17.27,56.28,40.71,9.61,15.11,4.78,-4.55,-9.3,-20.45,-16.51,-20.16,-21.43,3.49,-13.98,-23.29,7.02,-8.83,-5.2,-7.18,0.68,-4.45
17.02,57.32,40.67,5.23,13.56,5.81,-5.32,-10.85,-20.36,-17.14,-17.35,-17.69,1.95,-13.44,-23.92,5.69,-9.88,-1.96,-7.7,2.9,-5.0
15.66,56.35,38.87,-2.08,13.63,8.52,-6.28,-14.84,-19.54,-16.53,-12.29,-13.02,1.64,-12.89,-24.21,6.31,-9.77,-2.09,-7.51,3.82,-4.15
13.18,51.65,42.25,-7.47,14.63,12.13,-6.72,-17.13,-18.58,-15.46,-9.35,-10.79,2.31,-12.78,-24.65,6.99,-8.86,-3.7,-6.73,2.0,-3.15
12.47,48.6,44.22,-9.22,16.21,14.67,-7.28,-16.93,-16.44,-13.25,-11.89,-12.1,3.72,-13.19,-25.76,6.39,-7.19,-3.76,-6.26,-1.16,-1.92
11.35,46.55,43.71,-7.65,18.42,16.4,-7.73,-17.47,-14.94,-10.06,-15.22,-15.96,5.91,-13.23,-27.11,5.24,-4.81,-2.58,-5.94,-4.26,-0.51
10.32,48.15,38.32,-5.5,20.24,16.36,-8.5,-20.03,-14.76,-7.4,-14.42,-21.38,8.63,-12.24,-28.12,4.31,-2.03,-1.83,-5.41,-6.06,1.6
8.92,50.24,33.12,-4.35,21.63,15.29,-9.54,-22.12,-16.64,-7.24,-13.57,-25.02,10.65,-10.69,-28.99,7.05,-0.33,2.7,-5.74,-8.28,3.11
7.94,51.44,28.1,-3.13,22.67,13.59,-10.86,-22.0,-16.88,-7.19,-15.98,-25.93,12.58,-9.55,-30.38,11.45,0.57,7.13,-6.83,-10.11,3.55
8.39,52.74,24.55,-1.67,23.43,11.72,-12.61,-22.4,-12.46,-6.05,-18.99,-26.5,15.11,-8.92,-32.69,10.55,1.6,8.87,-8.37,-10.27,4.09
10.42,54.7,21.9,-0.8,23.93,10.0,-14.66,-23.18,-9.97,-5.39,-21.27,-25.27,17.27,-8.43,-35.02,6.32,2.42,10.37,-9.93,-7.72,4.29
