Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
-3.93,16.37,28.76,1.12,1.02,-1.44,8.37,28.45,-3.46,-22.06,-10.81,2.15,-25.54,-5.24,9.56,-3.68,-18.33,-12.32,9.18,-2.19,3.65
-2.54,17.6,14.15,0.91,-0.24,-0.03,8.23,14.67,-15.46,-17.25,-8.87,4.87,-18.59,-3.3,9.61,3.87,-16.9,-5.42,8.03,-2.1,8.32
0.93,16.48,0.13,-1.01,-1.56,1.53,5.7,-0.31,-21.76,-13.01,-5.41,6.73,-10.89,0.42,10.61,10.14,-13.93,-0.9,6.97,-1.03,9.91
6.19,13.38,-9.05,-4.13,-3.33,1.75,0.81,-12.05,-19.44,-10.38,-1.28,6.98,-4.75,4.97,12.25,12.71,-9.77,-0.3,6.7,1.31,7.35
11.73,9.42,-10.4,-7.9,-5.99,0.05,-5.59,-15.3,-8.72,-10.26,3.12,5.44,-2.23,8.64,13.43,10.63,-5.54,-3.81,6.23,5.18,1.79
14.54,5.5,-2.33,-10.19,-7.95,-1.46,-9.09,-8.79,4.07,-13.9,5.47,1.48,-4.7,9.21,14.12,4.1,-3.87,-9.74,7.59,11.81,-6.01
14.08,3.36,10.23,-9.66,-8.06,-3.89,-9.45,4.78,14.82,-18.41,6.32,-2.49,-9.67,7.38,14.03,-3.78,-4.08,-15.26,9.79,11.97,-12.23
11.29,4.31,21.96,-7.59,-6.34,-6.41,-7.44,19.27,20.21,-21.8,5.8,-5.42,-14.92,4.06,12.89,-10.17,-5.52,-18.36,11.29,7.19,-14.62
6.66,7.41,29.78,-4.22,-3.07,-7.39,-2.25,29.31,17.79,-23.7,3.84,-7.23,-18.65,-0.29,10.96,-13.15,-8.41,-17.66,12.37,0.81,-13.14
1.31,11.0,30.47,0.15,0.01,-7.24,5.11,31.89,7.82,-23.52,1.39,-7.13,-19.53,-4.54,9.01,-11.04,-12.14,-13.65,13.71,-4.95,-8.13
-1.51,14.53,20.9,3.8,0.51,-8.37,10.07,26.52,-4.16,-19.95,0.65,-4.13,-15.94,-6.24,7.47,-3.66,-13.81,-8.05,13.37,-9.34,-2.41
-0.5,16.9,6.48,5.08,-0.59,-9.65,11.88,16.01,-14.05,-15.11,1.13,-0.09,-9.78,-5.49,6.71,6.23,-13.63,-3.3,11.73,-11.98,2.49
3.46,17.74,-6.12,4.04,-2.07,-10.45,11.35,3.85,-19.06,-11.25,1.2,3.1,-3.6,-3.8,6.53,14.75,-12.48,-1.36,10.15,-10.48,4.93
9.53,17.2,-13.03,1.21,-3.86,-11.89,7.87,-6.47,-16.11,-9.21,0.73,5.04,1.0,-1.6,6.69,18.92,-10.31,-3.46,9.03,-5.07,4.15
15.98,16.2,-11.79,-2.41,-5.55,-14.08,2.35,-9.77,-5.35,-9.72,0.77,5.37,2.56,0.16,6.53,17.8,-7.77,-8.91,7.91,-0.54,0.46
20.2,15.19,-0.94,-5.17,-4.96,-14.92,-0.82,-4.51,7.63,-13.61,0.78,2.7,-0.25,-0.68,6.05,11.35,-6.96,-15.69,8.92,1.36,-5.69
20.56,14.76,15.95,-5.35,-3.44,-15.63,-0.9,6.97,18.31,-19.36,-0.68,-1.26,-5.76,-3.82,4.67,2.32,-7.6,-21.39,11.11,1.86,-11.48
18.21,15.23,33.03,-3.41,-1.4,-15.7,1.87,20.33,23.86,-24.44,-5.83,-5.04,-11.52,-8.29,2.23,-6.13,-9.11,-23.8,13.19,1.01,-14.6
13.85,17.96,42.67,-0.7,1.15,-14.21,7.23,29.77,22.95,-25.82,-13.17,-7.48,-15.45,-13.42,-0.94,-11.66,-11.77,-21.52,14.95,-1.05,-13.68
9.04,21.84,42.83,2.89,3.55,-11.31,13.95,31.5,14.61,-23.98,-19.33,-7.99,-16.41,-18.16,-3.75,-12.73,-14.69,-15.47,16.66,-3.83,-9.38
5.6,24.3,33.78,6.23,3.17,-9.91,17.67,25.28,3.77,-19.54,-21.12,-5.42,-13.24,-20.25,-6.12,-8.84,-15.15,-8.25,16.02,-5.69,-2.46
5.06,25.67,19.79,6.86,0.89,-9.35,17.14,12.4,-4.92,-14.16,-18.56,-1.03,-7.2,-19.1,-7.32,-1.86,-13.6,-2.39,13.4,-5.7,4.04
6.94,24.31,6.29,4.86,-1.95,-8.96,13.48,-3.57,-8.69,-8.9,-13.21,3.8,-0.59,-15.72,-6.77,5.4,-11.29,0.39,10.57,-3.78,7.47
10.18,20.31,-2.58,1.57,-5.43,-9.94,7.24,-16.24,-5.51,-4.95,-6.75,8.19,4.45,-11.14,-4.8,10.8,-8.84,-1.37,8.4,-0.9,7.4
13.76,16.51,-4.26,-2.3,-8.9,-12.57,-0.54,-19.89,5.59,-2.91,-0.68,10.17,6.17,-7.22,-2.92,11.4,-6.6,-7.43,6.18,1.93,4.69
15.95,13.66,3.18,-5.09,-9.49,-13.94,-5.22,-13.51,18.92,-4.45,2.58,8.28,3.34,-6.1,-1.33,6.38,-6.18,-15.35,6.02,2.59,-0.08
17.03,12.92,15.89,-4.98,-8.71,-15.59,-6.62,0.57,29.84,-8.44,3.31,4.5,-2.54,-8.09,-1.11,-1.78,-6.85,-22.77,6.67,1.22,-4.38
17.75,15.17,28.76,-3.06,-7.37,-17.27,-5.42,16.65,35.92,-12.04,2.39,0.18,-9.26,-12.25,-2.84,-9.98,-8.88,-27.81,6.47,-0.13,-6.94
18.16,19.95,37.71,-0.38,-4.61,-17.43,-1.16,27.38,35.0,-13.99,0.33,-3.68,-14.45,-17.22,-5.81,-15.77,-11.99,-28.63,5.51,-2.81,-6.05
18.38,24.5,38.56,2.61,-1.74,-16.12,5.09,28.28,28.22,-12.78,-2.12,-5.82,-15.8,-21.31,-8.74,-17.28,-14.7,-25.22,4.53,-6.48,-2.13
20.43,27.97,30.33,5.24,-1.15,-15.75,9.11,20.26,20.16,-8.26,-3.42,-5.31,-12.04,-22.26,-11.45,-14.1,-14.64,-19.71,1.57,-9.33,2.15
26.38,29.64,16.98,5.73,-1.28,-15.47,9.9,6.2,14.49,-3.21,-4.54,-3.63,-4.82,-19.98,-13.38,-8.49,-12.09,-14.6,-2.56,-10.47,4.92
35.82,28.8,4.27,4.34,-0.58,-14.66,8.5,-9.02,13.95,0.86,-6.97,-2.5,3.45,-15.78,-14.0,-4.09,-7.73,-11.73,-6.13,-12.2,5.17
47.34,25.37,-3.95,1.64,0.39,-14.81,4.82,-19.96,21.81,2.96,-10.27,-2.65,10.48,-10.89,-13.68,-3.25,-2.02,-12.93,-8.95,-13.57,1.91
58.92,21.31,-4.69,-1.96,1.32,-16.3,-0.55,-22.54,37.98,2.78,-12.82,-4.91,14.21,-6.82,-13.42,-7.08,3.89,-18.24,-11.84,-14.79,-4.54
67.99,17.99,4.95,-4.91,3.98,-17.13,-3.52,-16.82,56.93,-0.21,-15.37,-10.36,12.9,-5.9,-13.54,-15.61,7.27,-25.69,-12.84,-16.31,-13.91
74.19,16.11,19.65,-5.83,6.95,-19.03,-4.28,-5.78,74.42,-4.26,-17.49,-16.75,8.04,-8.27,-14.8,-26.03,8.64,-32.89,-13.23,-16.97,-22.63
78.94,17.47,30.3,-5.82,10.53,-21.28,-3.43,6.43,87.18,-7.6,-18.95,-22.2,2.17,-12.76,-17.01,-34.63,8.68,-37.73,-14.24,-18.34,-28.07
82.26,20.72,35.02,-5.04,15.17,-22.18,-0.32,14.75,92.21,-9.32,-20.03,-25.73,-2.48,-18.53,-19.5,-38.8,7.5,-38.6,-15.43,-22.32,-29.66
85.33,24.2,32.34,-3.47,19.72,-21.78,3.84,14.77,89.54,-8.38,-20.72,-27.0,-4.12,-24.07,-21.73,-37.47,6.17,-35.69,-16.69,-26.71,-28.31
90.42,27.0,20.76,-2.99,21.4,-23.18,4.13,5.99,85.16,-3.43,-19.91,-25.33,-1.13,-27.11,-24.21,-31.47,7.27,-31.12,-20.34,-27.81,-24.42
99.39,27.46,3.92,-5.48,21.81,-25.1,-0.0,-8.82,85.38,4.22,-18.7,-22.64,5.68,-27.51,-26.62,-23.8,11.31,-27.16,-25.59,-27.87,-20.32
112.38,25.35,-12.29,-10.47,22.45,-26.86,-7.11,-25.22,92.66,11.91,-18.14,-20.56,13.66,-26.33,-28.47,-18.06,17.9,-25.66,-30.5,-28.8,-18.15
127.21,20.17,-23.32,-16.74,22.86,-29.29,-16.55,-37.88,107.19,17.69,-18.14,-19.81,20.56,-23.9,-29.48,-16.46,26.05,-27.74,-34.0,-28.74,-19.93
140.71,14.17,-26.32,-23.11,23.11,-32.02,-26.61,-42.42,127.1,20.01,-18.09,-20.29,24.36,-21.29,-29.88,-19.67,33.58,-32.67,-36.37,-29.14,-25.21
150.2,8.75,-19.91,-27.8,25.15,-32.88,-33.19,-38.55,146.83,18.25,-19.09,-23.15,23.35,-20.81,-29.92,-27.43,37.79,-38.53,-35.93,-30.01,-32.93
155.06,5.05,-8.46,-29.47,27.4,-34.04,-36.67,-28.38,163.49,14.57,-20.54,-26.89,19.16,-22.59,-30.75,-37.12,39.35,-43.69,-34.57,-31.62,-39.06
157.77,3.43,3.15,-28.92,29.49,-34.95,-37.51,-16.35,174.96,11.22,-22.41,-30.45,13.96,-26.33,-32.68,-45.72,38.88,-46.54,-33.87,-34.59,-42.41
159.92,4.45,11.56,-26.74,32.14,-34.54,-35.24,-7.79,178.43,9.37,-24.73,-33.55,9.88,-31.45,-35.27,-51.07,36.57,-46.05,-33.52,-38.98,-43.32
160.52,5.59,13.78,-23.38,34.6,-32.94,-30.66,-7.16,174.01,10.04,-26.83,-34.8,9.08,-36.43,-36.91,-51.24,33.59,-41.93,-32.47,-43.94,-42.44
160.09,5.54,6.77,-20.57,34.2,-32.72,-28.37,-14.63,167.23,14.65,-26.89,-32.99,13.15,-38.56,-37.56,-46.11,32.42,-35.95,-32.77,-47.41,-39.57
161.03,3.36,-5.74,-20.08,32.21,-32.96,-29.25,-27.37,162.66,21.64,-25.41,-30.32,20.46,-37.58,-37.15,-38.51,33.19,-30.44,-34.2,-49.58,-35.92
164.69,-0.22,-18.41,-21.82,30.35,-33.41,-32.73,-41.39,162.88,28.39,-23.87,-28.72,28.09,-34.94,-35.85,-32.02,35.41,-27.68,-35.47,-49.74,-33.4
169.72,-6.09,-27.33,-24.98,27.97,-35.55,-38.53,-51.4,170.35,33.38,-21.6,-28.47,34.19,-30.94,-33.87,-28.52,38.96,-28.84,-35.96,-48.16,-34.31
174.68,-14.15,-30.0,-28.88,25.53,-39.02,-45.26,-52.72,184.68,34.95,-18.2,-29.77,37.11,-26.97,-31.7,-28.94,43.45,-33.27,-36.12,-46.73,-38.57
177.44,-22.75,-25.19,-31.98,25.14,-41.21,-48.74,-45.4,200.49,32.31,-16.55,-33.62,35.4,-25.32,-29.34,-33.46,46.21,-39.09,-33.93,-44.41,-45.78
177.12,-30.28,-16.29,-32.68,25.65,-43.32,-48.75,-32.06,213.81,28.29,-18.52,-37.91,30.94,-26.08,-27.54,-39.75,47.42,-44.07,-30.4,-43.2,-52.04
175.35,-34.6,-7.92,-31.78,26.65,-45.13,-45.93,-17.6,222.04,25.21,-23.51,-41.27,26.08,-29.01,-26.88,-45.09,47.42,-46.72,-27.25,-45.06,-54.78
173.2,-36.06,-3.4,-29.31,28.44,-45.77,-40.12,-7.25,222.84,23.86,-29.55,-43.73,22.43,-34.1,-27.56,-47.84,45.85,-46.18,-25.08,-46.73,-53.85
170.64,-35.83,-5.11,-25.57,30.16,-45.49,-32.53,-5.35,216.73,25.8,-35.21,-44.54,22.03,-39.83,-28.85,-46.56,43.73,-42.64,-23.43,-47.85,-50.14
167.85,-35.66,-14.92,-22.32,29.11,-46.67,-27.83,-12.11,209.08,32.24,-38.03,-42.3,26.45,-43.37,-30.42,-40.89,43.65,-38.19,-24.35,-46.95,-44.29
166.2,-38.0,-29.13,-21.43,26.52,-48.23,-26.53,-24.38,203.92,41.06,-38.31,-38.42,34.28,-43.79,-31.12,-32.95,45.87,-34.86,-26.8,-44.89,-38.95
166.51,-42.61,-42.7,-22.59,24.04,-49.69,-27.85,-37.73,203.11,49.39,-37.4,-34.12,42.68,-41.78,-30.15,-25.64,49.39,-34.21,-28.59,-43.73,-36.21
168.86,-48.92,-52.25,-25.24,21.64,-52.27,-31.92,-47.58,209.19,55.45,-35.88,-30.66,49.45,-38.13,-28.06,-21.77,53.89,-37.33,-29.66,-40.59,-38.23
172.23,-56.23,-54.39,-28.55,19.51,-55.95,-37.55,-49.24,222.05,57.77,-33.66,-29.27,52.66,-34.42,-26.06,-22.63,58.25,-44.13,-30.68,-35.91,-43.81
174.8,-62.79,-47.31,-31.63,20.16,-58.31,-40.54,-43.13,237.41,56.58,-32.2,-31.14,51.33,-33.12,-24.3,-28.12,60.56,-52.22,-29.58,-35.72,-50.57
174.97,-67.56,-35.15,-32.91,21.65,-60.88,-41.19,-31.69,250.63,54.06,-31.09,-34.34,46.7,-34.58,-23.59,-35.65,60.83,-59.56,-27.7,-37.7,-55.04
173.53,-69.82,-23.11,-32.54,23.49,-63.05,-39.73,-18.72,258.33,51.7,-30.24,-37.5,40.86,-38.46,-24.36,-42.3,59.29,-64.56,-26.51,-39.7,-56.34
171.55,-69.39,-15.3,-30.75,26.16,-63.42,-35.71,-9.51,258.06,51.15,-30.32,-39.92,36.0,-44.06,-26.37,-46.33,56.38,-65.72,-26.07,-40.88,-55.22
170.2,-67.63,-15.21,-28.84,29.22,-61.74,-30.11,-9.22,251.24,54.34,-31.37,-40.51,35.05,-49.22,-28.44,-46.47,53.77,-62.76,-25.73,-44.33,-52.05
170.1,-66.63,-25.0,-28.3,29.81,-60.73,-27.67,-17.89,243.32,62.26,-31.14,-37.83,39.44,-51.35,-30.3,-42.47,53.45,-57.79,-27.64,-48.73,-44.95
172.97,-67.21,-40.57,-30.3,28.91,-60.11,-29.41,-32.3,238.44,72.22,-29.03,-34.28,47.39,-50.67,-31.94,-36.85,55.37,-53.56,-31.48,-50.99,-36.63
178.43,-69.59,-55.48,-34.28,27.76,-59.64,-33.96,-47.97,238.51,80.82,-24.61,-31.19,56.08,-48.24,-32.83,-32.32,58.92,-51.95,-35.35,-51.95,-31.2
183.46,-74.78,-64.57,-38.54,25.49,-60.45,-40.47,-58.58,245.24,86.8,-18.34,-28.72,63.11,-44.41,-32.9,-30.19,62.96,-54.1,-38.13,-52.84,-30.1
187.33,-81.13,-66.31,-43.2,22.74,-62.45,-47.76,-60.41,258.31,90.28,-13.06,-27.83,66.75,-40.3,-32.67,-31.81,66.42,-59.54,-40.25,-52.96,-32.13
188.71,-86.77,-58.87,-47.18,22.31,-63.26,-51.79,-54.34,272.49,90.48,-12.26,-29.7,65.87,-38.02,-32.25,-38.01,67.36,-65.85,-39.92,-52.6,-36.4
186.2,-91.31,-46.04,-48.66,22.68,-64.17,-52.6,-42.87,283.92,89.54,-15.17,-32.92,61.82,-38.08,-32.72,-46.57,66.12,-70.87,-38.65,-49.94,-39.65
181.1,-93.79,-33.21,-47.71,23.51,-64.73,-50.71,-29.51,289.64,88.99,-19.84,-36.52,56.5,-40.16,-34.28,-54.47,62.94,-72.99,-37.87,-45.89,-40.9
175.04,-94.23,-23.78,-45.11,25.77,-63.5,-45.72,-20.03,287.23,89.33,-24.34,-39.18,51.99,-43.62,-36.25,-59.04,58.27,-70.93,-37.15,-44.51,-40.01
169.34,-93.85,-20.23,-41.41,28.61,-61.11,-39.41,-18.5,276.94,91.02,-27.49,-40.02,50.12,-47.24,-38.2,-59.0,53.61,-65.37,-36.4,-44.38,-36.64
165.43,-94.24,-25.46,-38.53,29.19,-60.16,-36.43,-25.64,264.3,95.46,-27.72,-38.18,52.45,-48.83,-40.22,-54.4,51.59,-58.4,-38.1,-40.46,-31.25
164.11,-95.34,-37.24,-38.62,28.29,-59.58,-37.28,-39.06,255.29,102.35,-25.35,-34.43,58.45,-47.24,-41.06,-47.01,52.52,-52.03,-41.14,-39.88,-25.45
165.63,-97.23,-49.8,-40.9,27.06,-59.04,-40.92,-53.87,252.28,109.57,-22.39,-30.63,65.41,-43.68,-40.59,-39.85,55.34,-48.25,-44.19,-42.1,-21.58
168.83,-101.31,-58.51,-44.08,25.3,-59.75,-47.17,-64.22,256.86,115.13,-19.66,-28.01,71.09,-39.0,-39.55,-35.41,59.62,-48.76,-46.95,-42.81,-21.29
172.26,-106.61,-60.77,-47.69,23.62,-61.6,-54.73,-65.38,267.96,117.53,-16.99,-26.96,73.76,-34.48,-38.22,-34.89,64.16,-53.07,-49.43,-43.63,-24.55
172.71,-112.36,-54.19,-49.95,23.81,-61.79,-58.72,-57.07,279.39,115.01,-16.14,-28.49,71.76,-32.28,-36.46,-38.33,66.1,-58.95,-49.07,-43.21,-31.46
168.26,-118.31,-42.79,-49.36,24.01,-61.54,-59.47,-42.79,287.34,109.76,-16.56,-30.7,66.56,-32.4,-34.85,-42.98,65.51,-64.09,-47.08,-40.92,-37.21
160.39,-123.4,-31.59,-46.53,23.53,-60.64,-57.68,-26.98,289.68,104.67,-17.99,-32.42,60.23,-34.75,-33.93,-46.49,62.9,-67.08,-45.28,-35.59,-40.54
150.96,-126.22,-24.59,-42.12,23.3,-58.55,-53.09,-13.95,285.14,101.91,-20.51,-33.51,55.16,-39.28,-33.86,-47.31,58.65,-66.71,-44.03,-29.77,-41.18
142.42,-126.76,-24.79,-36.36,23.32,-56.08,-46.8,-7.19,275.32,103.16,-23.3,-33.72,53.69,-44.52,-34.21,-44.31,54.72,-63.33,-43.21,-28.88,-38.77
135.82,-127.8,-33.43,-30.15,20.58,-55.79,-42.75,-5.54,264.8,108.26,-23.9,-31.85,56.9,-47.88,-34.89,-37.59,52.95,-59.12,-44.88,-29.21,-34.31
131.71,-130.97,-47.62,-25.41,15.94,-56.05,-41.45,-7.06,256.32,114.66,-21.76,-28.67,63.33,-48.25,-34.56,-28.74,52.88,-55.63,-47.66,-30.61,-30.25
129.38,-136.6,-61.82,-22.28,11.49,-55.72,-41.74,-10.1,251.25,119.73,-17.34,-24.87,70.47,-45.71,-32.06,-19.96,53.71,-53.71,-48.97,-37.17,-27.94
128.24,-143.94,-70.85,-23.15,7.5,-56.04,-45.11,-17.61,252.44,122.83,-11.7,-21.3,76.55,-40.99,-27.92,-13.83,55.55,-54.69,-48.76,-38.87,-28.33
127.36,-150.92,-71.95,-28.98,4.41,-56.88,-51.14,-28.38,261.47,124.86,-5.92,-17.99,80.45,-35.1,-23.03,-11.54,58.27,-57.83,-47.69,-39.3,-30.22
125.17,-156.08,-63.57,-35.86,4.2,-56.03,-54.84,-35.14,273.92,124.69,-3.33,-16.83,80.38,-31.0,-18.44,-13.79,59.74,-61.62,-44.59,-42.69,-34.23
120.63,-159.34,-50.62,-40.47,4.82,-55.35,-55.51,-35.84,285.08,123.37,-3.45,-17.18,77.21,-29.41,-15.42,-18.9,59.83,-64.4,-41.05,-45.58,-38.39
114.58,-159.53,-38.21,-42.82,5.72,-54.36,-53.11,-33.27,290.09,121.87,-3.98,-18.33,72.32,-29.87,-14.26,-24.07,58.28,-64.43,-38.05,-48.05,-40.39
107.48,-157.78,-30.29,-42.84,7.51,-51.64,-46.84,-31.27,285.5,120.5,-4.19,-19.79,67.59,-31.82,-14.45,-26.77,54.87,-60.17,-35.23,-51.24,-38.89
100.62,-155.46,-29.78,-40.86,9.73,-47.76,-38.24,-34.24,273.0,120.79,-4.88,-20.99,65.42,-33.69,-15.16,-25.71,50.89,-52.27,-32.19,-54.49,-34.36
96.73,-153.06,-38.06,-39.15,10.0,-45.18,-32.37,-44.13,259.39,124.58,-6.61,-20.49,67.85,-33.58,-16.28,-21.41,49.2,-42.96,-31.14,-56.08,-26.98
97.16,-151.94,-50.93,-39.13,9.46,-42.94,-30.14,-57.83,249.03,130.05,-9.89,-19.56,73.4,-31.44,-17.32,-16.0,49.91,-34.82,-31.48,-54.99,-20.31
100.75,-152.11,-62.89,-40.8,8.95,-40.61,-30.48,-70.84,244.11,135.28,-14.42,-19.06,79.51,-28.12,-17.73,-11.85,52.18,-29.6,-31.75,-53.26,-17.05
106.26,-154.26,-70.22,-44.24,8.24,-39.04,-33.42,-79.07,246.49,138.56,-16.95,-18.64,83.96,-23.97,-17.14,-10.27,55.78,-28.66,-31.33,-54.75,-17.16
111.84,-156.87,-70.14,-48.88,7.07,-38.82,-38.15,-78.57,254.92,138.33,-15.55,-19.21,84.23,-20.72,-16.28,-12.62,58.96,-31.99,-30.88,-55.28,-21.32
115.37,-158.37,-61.43,-53.03,7.82,-37.89,-40.82,-69.58,264.6,134.18,-12.47,-22.14,79.26,-20.45,-15.59,-19.27,59.47,-37.46,-28.62,-55.8,-27.92
115.28,-158.49,-48.2,-55.0,9.16,-37.45,-41.29,-55.23,272.42,128.58,-9.71,-25.67,71.2,-22.71,-15.77,-27.72,57.89,-42.79,-25.91,-56.44,-32.27
112.27,-157.03,-35.32,-55.62,10.96,-36.46,-39.73,-40.91,275.54,123.63,-9.02,-28.44,62.73,-26.51,-17.13,-34.94,54.88,-45.54,-23.9,-56.96,-32.76
107.24,-153.57,-26.6,-55.01,13.69,-34.04,-35.46,-31.4,270.89,120.64,-9.79,-30.08,56.15,-31.01,-19.21,-38.93,50.9,-44.22,-22.29,-58.62,-29.6
101.87,-149.28,-24.38,-53.16,16.38,-30.94,-29.94,-30.28,258.85,120.83,-11.34,-30.38,53.38,-34.59,-21.45,-38.75,47.2,-39.08,-20.49,-60.78,-23.94
98.46,-145.88,-31.39,-51.62,16.92,-29.73,-27.53,-37.42,245.13,125.11,-12.26,-28.15,55.79,-34.88,-23.23,-34.52,46.12,-32.47,-20.33,-62.17,-16.24
97.81,-144.48,-44.7,-51.66,15.96,-29.42,-28.63,-49.38,233.91,131.59,-12.1,-24.78,61.34,-32.02,-24.17,-28.58,47.54,-26.56,-21.42,-60.97,-9.68
99.87,-146.04,-57.79,-52.8,14.48,-29.54,-32.01,-61.81,227.58,137.29,-10.66,-21.69,67.29,-27.65,-24.49,-23.96,50.36,-23.15,-22.24,-56.21,-7.16
103.39,-149.79,-65.47,-54.9,11.94,-31.14,-37.66,-70.22,228.36,140.84,-7.13,-19.81,72.09,-22.44,-24.43,-22.96,54.11,-23.3,-22.64,-50.24,-9.01
106.45,-154.05,-66.12,-57.81,9.13,-33.57,-44.29,-70.09,236.0,141.76,-2.72,-19.8,74.22,-17.4,-24.71,-26.73,57.74,-26.68,-23.1,-45.18,-13.29
106.14,-157.34,-58.34,-59.9,8.31,-34.86,-47.84,-61.8,244.87,138.9,0.78,-22.49,72.41,-14.44,-25.3,-35.18,59.04,-31.33,-21.68,-41.2,-18.87
101.79,-158.72,-46.4,-60.15,8.41,-36.38,-48.44,-48.55,251.61,134.81,4.91,-25.57,68.05,-13.43,-26.29,-45.13,58.24,-34.94,-19.51,-41.26,-22.96
94.87,-157.88,-35.46,-58.92,9.16,-37.23,-46.51,-34.47,253.43,131.29,8.16,-27.82,63.05,-14.02,-27.68,-53.22,55.77,-35.89,-17.93,-43.89,-24.61
86.56,-154.97,-29.14,-56.14,10.97,-36.2,-41.54,-24.53,247.83,129.58,7.7,-28.89,59.06,-15.73,-29.16,-57.32,52.11,-33.05,-16.68,-46.46,-23.81
