Fp1-AV,F7-AV,T3-AV,T5-AV,F3-AV,C3-AV,P3-AV,O1-AV,Fp2-AV,F8-AV,T4-AV,T6-AV,F4-AV,C4-AV,P4-AV,O2-AV,Fz-AV,Cz-AV,Pz-AV,A1-AV,A2-AV
20.74,12.03,-10.41,-14.34,7.83,-16.11,-2.79,-21.07,4.27,-10.0,12.86,6.16,21.18,6.02,5.2,5.41,-5.55,0.75,-2.65,-16.51,-3.12
21.47,9.48,-8.79,-17.43,9.29,-17.24,-4.33,-21.94,7.18,-11.32,16.76,6.06,20.61,7.88,8.15,5.29,-6.34,-1.89,-1.51,-15.57,-6.05
20.48,8.15,-4.58,-17.31,10.67,-17.45,-2.39,-21.84,7.72,-13.64,18.62,4.06,18.73,9.13,11.81,3.21,-8.58,-4.29,2.53,-14.34,-10.8
17.85,8.31,0.1,-14.77,11.29,-17.91,0.74,-21.39,7.64,-15.24,17.82,1.13,17.1,10.62,14.72,-0.48,-10.56,-5.73,6.55,-12.64,-15.06
13.67,9.35,3.54,-10.86,11.21,-18.01,4.26,-20.17,7.23,-15.7,13.67,-1.77,15.85,12.02,16.31,-4.22,-12.39,-5.65,9.51,-11.21,-16.57
8.34,10.53,4.14,-6.41,9.69,-17.62,7.9,-18.45,6.05,-15.21,6.89,-3.63,15.45,13.09,16.49,-6.26,-14.29,-3.7,11.23,-10.35,-13.97
3.45,11.74,1.99,-2.81,6.89,-18.44,8.67,-17.3,5.83,-13.08,0.9,-4.04,17.33,14.87,14.7,-6.1,-14.76,-0.68,9.61,-9.11,-9.78
0.26,12.64,-1.42,-1.93,4.01,-19.34,6.18,-16.83,7.19,-10.07,-3.2,-3.75,21.26,17.63,11.41,-4.04,-13.88,2.61,4.55,-8.21,-5.18
-1.75,12.43,-4.89,-3.32,2.2,-18.95,2.47,-16.59,8.33,-7.97,-5.67,-3.37,25.48,20.14,7.65,-1.78,-13.09,5.58,-1.92,-8.7,3.61
-1.5,11.74,-7.23,-5.16,2.15,-16.85,-0.96,-16.15,9.44,-6.98,-6.84,-4.27,29.24,22.34,4.39,-1.05,-11.95,7.85,-7.39,-10.05,9.18
1.5,10.84,-7.6,-6.13,3.61,-13.42,-3.63,-14.36,12.0,-6.28,-9.72,-6.38,32.01,24.55,2.01,-2.4,-9.57,9.2,-10.88,-11.22,5.85
5.73,10.54,-4.68,-6.56,7.26,-7.25,-3.36,-12.9,14.07,-6.69,-15.43,-9.83,32.41,25.25,0.47,-6.72,-7.91,10.03,-10.83,-11.6,-1.93
9.05,10.77,-0.25,-6.1,11.01,-0.41,-0.57,-13.15,14.48,-7.92,-20.12,-13.32,30.62,24.36,-0.52,-12.51,-7.37,10.3,-7.87,-11.12,-9.32
11.08,11.46,2.56,-5.37,13.35,5.65,2.87,-14.82,13.84,-9.01,-19.72,-15.86,27.36,22.7,-1.44,-17.99,-7.59,10.29,-4.73,-10.52,-13.95
12.11,12.95,3.71,-3.89,14.9,11.35,6.97,-16.9,12.25,-9.87,-15.85,-17.92,22.26,20.55,-2.51,-22.9,-8.53,10.98,-2.22,-9.87,-17.32
12.12,14.16,3.2,-1.41,15.9,16.6,11.28,-19.58,9.73,-9.89,-12.65,-18.98,17.35,18.12,-3.83,-25.86,-10.14,12.52,-0.64,-9.59,-18.29
11.53,14.37,0.51,1.58,14.37,19.11,12.51,-22.92,8.39,-7.89,-9.29,-17.95,14.99,16.62,-5.76,-25.97,-10.79,14.1,-2.03,-9.87,-15.54
11.19,13.31,-3.43,3.72,11.13,19.75,10.39,-25.34,9.19,-4.73,-4.37,-15.73,14.75,16.01,-8.22,-24.04,-10.86,15.0,-6.71,-11.07,-10.0
11.28,11.64,-6.03,5.05,8.44,20.23,7.48,-24.9,10.76,-2.24,0.35,-14.04,15.4,15.48,-10.45,-22.34,-11.12,15.3,-11.89,-12.52,-6.11
11.96,9.57,-6.51,5.61,6.94,21.21,5.3,-22.15,12.53,-1.14,2.51,-13.02,16.03,15.03,-11.46,-21.6,-11.16,14.78,-15.22,-13.34,-6.1
13.06,7.1,-4.99,5.69,6.61,22.35,3.61,-17.67,14.9,-1.25,1.94,-12.38,15.67,15.0,-10.95,-22.1,-10.91,12.81,-16.41,-12.97,-9.17
13.72,5.51,-0.24,4.41,8.8,25.22,4.62,-13.81,16.05,-3.23,-1.67,-13.45,13.16,14.22,-8.53,-23.84,-11.44,10.06,-13.66,-12.0,-13.98
12.81,4.85,7.27,3.28,10.94,28.04,7.68,-12.15,15.5,-6.03,-6.08,-14.88,9.93,12.57,-5.2,-26.09,-12.62,6.73,-7.95,-10.08,-18.48
11.19,4.8,14.16,3.25,11.12,29.21,10.31,-11.27,13.95,-8.43,-8.02,-16.29,7.3,10.8,-2.12,-28.07,-13.96,3.53,-2.18,-7.36,-22.01
9.6,5.81,17.91,2.99,10.64,28.98,12.07,-10.75,11.15,-9.83,-6.82,-17.72,5.73,9.03,0.31,-29.01,-15.73,1.52,2.52,-5.43,-23.24
8.12,7.46,18.16,1.45,10.33,27.75,12.86,-11.52,6.63,-10.17,-3.61,-18.85,5.09,7.26,2.04,-27.68,-17.75,1.11,5.78,-5.04,-19.65
7.87,9.46,13.23,-0.72,8.89,24.11,10.55,-12.14,3.89,-8.45,-0.85,-18.55,6.89,6.73,2.28,-24.14,-17.71,1.72,6.03,-4.91,-14.33
9.35,11.49,3.52,-4.31,6.76,19.49,5.56,-11.18,4.91,-5.23,1.0,-17.4,10.16,7.44,1.11,-19.81,-15.42,2.81,3.21,-4.97,-8.57
11.68,13.04,-7.11,-8.97,5.21,16.03,0.07,-9.8,8.27,-2.33,2.9,-16.71,12.96,8.46,-0.61,-16.9,-12.69,4.0,-0.47,-5.95,-1.1
14.77,13.85,-15.14,-13.2,4.29,14.22,-4.3,-8.73,12.11,-0.76,3.52,-16.52,14.68,9.28,-1.76,-15.98,-10.17,4.96,-2.7,-6.79,4.26
18.28,13.75,-17.9,-15.88,3.5,13.35,-7.19,-6.76,16.01,-0.6,0.5,-16.03,15.12,9.85,-1.85,-16.35,-7.74,4.87,-3.26,-6.21,4.5
21.57,12.89,-15.37,-16.96,5.0,14.76,-6.33,-4.87,18.06,-2.59,-4.41,-16.45,13.3,9.06,-0.65,-18.15,-6.91,3.96,-0.71,-4.28,-0.85
23.49,12.03,-10.66,-15.76,7.39,16.39,-2.54,-4.39,17.68,-5.53,-8.47,-17.05,10.19,7.12,1.08,-20.87,-7.29,2.42,4.28,-1.89,-7.38
23.84,11.55,-6.27,-12.92,8.9,16.96,1.9,-4.32,15.8,-7.67,-12.67,-16.75,6.59,4.83,2.44,-22.87,-8.01,0.71,9.09,-0.19,-10.74
23.11,11.83,-2.2,-8.97,8.92,17.23,6.49,-3.43,12.44,-8.99,-17.39,-15.94,3.08,2.12,3.13,-23.13,-9.18,-0.16,12.84,0.28,-11.83
21.62,13.18,1.47,-4.56,8.21,17.27,10.67,-2.73,7.47,-9.34,-21.26,-15.3,0.24,-0.95,2.85,-21.65,-10.64,0.42,15.15,0.1,-11.84
19.35,14.67,2.16,-0.8,5.18,14.57,11.14,-2.18,3.4,-7.83,-21.19,-13.04,-0.61,-3.19,1.1,-17.93,-11.11,1.45,13.75,-0.3,-8.28
17.55,15.35,-0.02,0.55,-0.28,10.36,7.99,-0.76,2.03,-5.6,-18.25,-9.28,0.21,-4.34,-1.52,-12.35,-10.58,2.41,8.95,-1.13,-1.16
16.38,15.89,-2.75,0.2,-5.51,6.93,4.13,1.37,3.15,-3.69,-13.96,-5.8,1.72,-4.9,-3.67,-6.86,-9.88,3.23,3.82,-1.6,1.75
15.27,15.82,-4.17,-0.81,-7.24,4.75,0.82,2.81,4.94,-2.97,-8.71,-3.52,2.18,-5.35,-4.81,-3.44,-9.43,3.21,0.46,-1.36,1.34
14.89,14.8,-3.56,-1.36,-6.52,3.34,-2.07,4.11,6.95,-3.86,-3.12,-2.32,1.14,-5.69,-4.99,-3.32,-9.37,1.57,-1.2,-0.14,0.56
15.23,13.99,1.39,-1.08,-2.86,4.57,-1.96,4.13,6.98,-6.57,0.28,-3.98,-1.29,-7.01,-3.99,-7.14,-11.13,-0.9,0.34,2.18,-1.2
15.33,14.76,9.2,0.62,0.64,6.35,0.36,2.28,5.03,-10.09,1.87,-5.88,-4.26,-9.2,-2.38,-12.15,-14.48,-3.97,4.16,5.66,-3.7
15.15,16.3,15.81,2.73,2.75,7.3,2.74,-0.06,2.27,-13.16,3.56,-5.91,-6.88,-11.49,-1.04,-15.83,-18.23,-7.08,7.73,8.98,-5.4
14.16,18.14,19.97,4.91,3.95,8.14,5.59,-1.21,-1.62,-15.54,4.87,-4.42,-8.9,-13.71,0.21,-17.28,-22.13,-9.13,10.54,10.72,-7.05
12.32,19.94,22.52,7.27,4.34,9.36,9.04,-1.33,-6.47,-16.95,3.67,-3.32,-9.39,-15.38,1.13,-17.52,-25.93,-9.19,12.68,10.76,-7.36
10.91,21.3,21.9,9.37,1.9,8.61,10.11,-0.63,-9.9,-16.51,2.3,-2.45,-7.27,-15.14,1.0,-16.94,-28.0,-7.93,11.98,10.04,-4.49
10.96,21.85,17.97,9.71,-2.52,6.63,8.05,-0.1,-10.69,-14.76,4.51,-2.36,-3.39,-12.88,0.09,-15.33,-28.14,-6.54,8.12,9.04,-0.12
11.98,22.1,13.26,7.9,-5.85,5.31,4.98,-1.18,-10.27,-13.27,8.46,-3.55,0.09,-9.76,-0.54,-13.75,-27.39,-5.16,3.69,8.62,4.47
13.88,21.84,10.84,5.44,-7.04,5.39,2.62,-3.34,-9.48,-12.53,7.27,-5.15,2.36,-6.22,-0.01,-12.73,-26.04,-3.92,1.15,9.77,5.88
15.99,20.59,11.49,3.66,-6.97,6.06,1.06,-4.71,-8.09,-12.67,2.21,-6.27,3.06,-2.57,1.41,-12.58,-24.21,-3.79,0.66,11.02,4.48
17.33,18.61,15.87,2.61,-4.6,8.87,2.73,-5.13,-7.91,-14.64,-2.82,-8.16,1.24,-0.25,3.74,-14.27,-23.79,-4.24,3.68,9.92,1.1
17.55,16.94,22.15,2.76,-1.09,12.26,6.85,-5.5,-9.23,-17.58,-7.62,-9.82,-2.0,0.98,6.8,-16.99,-24.22,-4.81,9.37,7.17,-4.17
16.75,15.35,26.37,3.59,2.05,14.49,10.97,-5.33,-10.51,-19.78,-11.91,-10.24,-5.01,1.77,9.51,-19.43,-24.71,-5.13,14.56,4.84,-8.5
15.36,14.11,27.6,4.25,4.52,15.71,14.41,-5.37,-11.93,-20.94,-13.26,-10.18,-7.1,1.86,10.98,-21.4,-25.41,-4.4,17.78,2.73,-9.58
13.98,13.48,25.42,4.47,6.06,16.27,17.12,-6.62,-14.04,-21.11,-11.31,-9.49,-7.96,1.13,11.26,-21.39,-26.4,-2.42,18.95,0.37,-7.99
12.72,12.67,19.96,4.79,3.9,14.34,16.62,-6.78,-14.6,-19.39,-7.78,-7.33,-6.64,1.02,9.94,-18.29,-26.26,-0.12,16.41,-2.07,-3.33
12.76,11.97,13.46,4.3,-0.58,11.71,13.33,-5.45,-12.05,-16.09,-5.83,-5.41,-3.46,2.13,7.39,-13.99,-24.49,2.42,10.81,-3.83,0.77
13.95,11.66,8.54,2.55,-4.31,10.2,9.48,-4.47,-7.54,-12.5,-5.86,-4.73,-0.02,3.66,4.5,-10.81,-22.07,5.07,4.97,-4.23,1.75
15.9,10.57,6.06,0.6,-6.13,9.86,6.47,-4.12,-2.55,-10.25,-6.93,-5.22,2.23,5.15,2.01,-9.71,-19.76,6.79,0.98,-3.69,1.6
18.28,9.17,5.91,-0.78,-6.47,10.11,4.22,-3.61,2.67,-9.19,-7.23,-6.64,2.73,6.75,0.05,-11.07,-17.74,7.05,-0.89,-2.88,-0.44
19.99,8.14,9.41,-1.25,-4.12,12.75,5.07,-3.68,5.73,-10.21,-7.4,-9.17,0.27,7.12,-0.83,-14.87,-17.79,6.21,0.72,-2.02,-4.03
19.65,7.58,15.02,0.61,-0.28,16.35,8.87,-4.83,5.56,-12.42,-7.13,-11.26,-4.31,6.15,-0.92,-19.53,-19.35,4.81,5.19,-0.99,-8.62
17.21,7.08,21.04,4.42,2.29,19.41,13.39,-5.76,3.08,-14.65,-6.26,-12.13,-9.72,4.32,-1.28,-23.56,-21.39,3.31,9.85,-0.59,-9.88
13.96,7.9,26.12,9.5,3.48,22.44,18.42,-5.46,-0.76,-15.91,-6.3,-12.93,-14.29,2.12,-1.94,-26.87,-23.53,3.06,13.64,0.05,-12.48
10.57,9.91,28.73,14.38,3.17,25.21,23.14,-6.13,-5.75,-16.06,-6.51,-13.22,-16.65,-0.64,-3.16,-28.99,-25.75,4.35,16.25,1.48,-14.08
7.8,11.66,27.47,17.85,0.22,25.48,24.12,-8.33,-8.81,-14.21,-3.87,-11.42,-15.48,-2.88,-5.46,-29.23,-26.73,6.18,15.5,3.11,-12.86
6.94,12.72,23.44,18.55,-3.73,24.19,21.58,-9.97,-8.05,-10.84,-0.75,-9.31,-12.04,-4.14,-8.16,-27.49,-26.2,7.76,11.37,3.74,-9.57
8.06,13.17,18.53,17.02,-6.51,23.23,18.29,-9.84,-4.88,-7.34,0.32,-8.58,-8.81,-4.9,-10.22,-24.71,-25.15,8.94,6.83,2.46,-5.81
9.88,12.48,13.78,14.34,-7.73,22.81,15.61,-7.78,-0.9,-4.62,0.5,-9.5,-6.76,-5.67,-10.91,-21.68,-24.19,9.01,3.99,0.8,-3.35
11.75,10.99,11.61,10.82,-7.96,22.15,12.8,-4.49,3.05,-3.48,0.45,-11.44,-6.08,-6.22,-10.17,-17.96,-23.23,7.45,2.91,-0.36,-2.5
12.86,8.98,13.82,6.71,-5.33,23.26,12.46,-2.16,4.43,-4.83,-2.86,-13.99,-7.16,-7.35,-7.54,-13.46,-23.52,5.37,5.12,-0.8,-3.84
11.73,7.43,17.13,4.1,-1.6,24.75,14.78,-1.75,2.57,-7.24,-9.38,-14.68,-8.88,-8.78,-3.61,-9.14,-24.82,3.34,10.23,-0.35,-5.64
9.62,6.97,19.38,3.65,1.41,25.32,18.2,-2.12,-0.3,-9.36,-15.78,-13.64,-9.79,-9.86,0.29,-7.08,-25.73,1.58,15.45,0.09,-8.11
7.14,7.32,20.73,4.72,3.59,25.01,21.85,-2.52,-3.6,-10.98,-18.77,-12.27,-10.15,-11.45,2.87,-8.08,-26.8,0.27,19.3,0.31,-8.45
4.27,7.88,20.49,6.2,4.54,23.86,25.37,-4.07,-7.57,-11.87,-16.72,-10.06,-10.28,-13.66,4.03,-9.19,-28.44,-0.45,21.45,0.23,-5.94
1.93,8.43,18.05,7.2,2.56,20.02,25.97,-6.42,-10.04,-10.97,-9.21,-6.18,-9.15,-15.16,3.9,-8.01,-29.0,-1.1,20.23,0.65,-3.61
1.51,8.39,14.12,6.58,-1.03,15.12,23.61,-7.25,-9.8,-8.97,1.05,-2.05,-7.51,-15.73,2.84,-5.4,-28.48,-2.27,15.94,0.81,-1.44
3.02,8.17,8.84,4.64,-5.1,11.36,20.87,-6.19,-7.61,-7.25,9.97,1.03,-6.67,-15.87,1.94,-2.5,-27.64,-3.82,11.56,0.15,1.07
5.4,7.52,3.31,3.01,-9.93,9.29,19.41,-3.41,-4.46,-6.93,14.36,3.29,-6.86,-15.37,2.21,0.32,-26.83,-5.78,9.27,0.01,2.07
7.63,6.66,-0.7,2.42,-14.91,8.17,18.94,-0.11,-0.74,-7.91,13.98,5.29,-7.64,-13.85,3.52,2.07,-25.72,-8.6,9.04,0.6,1.7
8.24,5.3,0.02,2.97,-16.42,9.27,21.58,2.68,0.74,-10.72,9.59,5.69,-10.2,-12.85,6.29,1.65,-26.03,-11.59,12.43,0.77,0.31
6.49,3.65,5.19,5.39,-13.89,10.33,26.58,4.65,-0.68,-14.5,4.99,5.18,-13.77,-12.57,9.94,-0.33,-27.82,-14.48,18.6,0.68,-3.9
3.29,2.3,10.92,8.25,-10.01,10.15,31.18,5.24,-3.42,-17.8,2.69,4.94,-17.15,-12.49,13.45,-2.09,-30.06,-16.97,24.63,1.57,-9.0
-0.35,2.22,14.45,10.32,-6.34,9.26,34.7,3.95,-6.99,-19.66,1.46,5.81,-19.82,-12.83,16.49,-2.78,-32.61,-18.37,29.2,2.62,-10.9
-3.58,2.91,15.8,11.58,-3.6,8.1,37.12,1.25,-11.31,-20.03,1.0,7.15,-21.14,-13.58,18.78,-2.22,-35.17,-18.27,31.81,3.55,-10.34
-5.92,3.37,13.48,12.45,-4.42,5.08,36.15,-0.72,-14.42,-18.09,2.75,9.48,-19.92,-13.38,19.84,0.15,-36.45,-17.24,30.9,3.39,-6.65
-6.59,3.14,8.49,12.52,-7.88,1.57,32.31,0.76,-15.29,-15.25,4.55,12.21,-16.84,-12.05,20.16,4.55,-36.48,-15.89,26.81,0.91,-1.8
-5.92,2.56,3.67,12.09,-11.57,-0.8,27.98,4.74,-14.52,-13.28,4.0,14.26,-13.17,-10.65,20.33,9.53,-36.19,-14.86,22.26,-2.3,1.92
-4.15,1.45,1.06,11.29,-14.61,-1.86,24.35,8.6,-12.35,-12.4,2.0,14.86,-10.32,-9.55,20.79,12.64,-35.3,-14.7,19.03,-4.88,4.31
-1.72,0.22,1.79,10.68,-17.32,-2.09,21.27,10.63,-9.24,-12.37,0.56,14.33,-8.45,-8.45,21.26,12.82,-33.63,-15.87,17.26,-5.78,4.39
0.34,-0.79,6.66,10.8,-17.01,-0.03,21.17,9.48,-8.04,-14.1,0.85,12.01,-8.7,-8.36,22.27,10.27,-33.16,-17.84,18.52,-5.26,1.29
0.84,-1.63,13.13,13.08,-15.2,1.99,23.38,6.52,-9.52,-16.87,2.29,9.37,-10.72,-9.69,23.21,6.16,-34.23,-20.48,21.88,-4.41,1.15
0.62,-1.88,18.15,17.17,-13.69,3.18,26.36,4.83,-11.37,-19.22,0.13,7.89,-12.84,-11.33,23.74,2.96,-35.24,-22.79,25.14,-2.9,1.29
-0.49,-1.12,20.4,21.9,-12.17,4.19,30.0,5.31,-13.46,-20.46,-4.35,7.21,-14.06,-12.82,23.54,1.46,-35.6,-23.33,27.76,-1.39,-2.5
-3.02,-0.57,19.14,25.34,-11.38,4.67,32.87,6.36,-16.9,-21.03,-5.31,6.91,-14.18,-14.34,22.2,1.48,-35.86,-22.36,28.79,0.26,-2.99
-5.72,0.03,14.29,27.01,-13.07,2.74,32.16,8.41,-18.94,-19.77,-1.51,7.52,-11.26,-14.13,19.62,2.71,-34.44,-20.44,26.46,1.19,-2.62
-7.0,-0.13,7.96,26.28,-15.88,0.24,28.31,12.9,-18.22,-17.1,2.54,8.24,-6.08,-12.05,16.39,4.12,-31.67,-17.94,21.21,0.43,-2.24
-6.97,-0.48,2.56,23.03,-17.78,-1.15,23.49,17.96,-15.6,-14.89,5.6,8.09,-1.15,-9.48,13.44,4.83,-29.01,-15.42,15.38,-1.08,-0.93
-6.2,-1.11,-0.62,18.48,-18.21,-1.33,19.11,21.23,-11.71,-14.14,7.37,7.46,2.33,-6.92,11.49,5.07,-26.71,-13.66,10.88,-2.19,-0.33
-5.27,-2.36,-0.75,13.83,-17.71,-0.97,15.26,22.88,-6.71,-14.47,8.3,6.72,4.07,-4.08,10.54,4.41,-24.42,-13.24,8.08,-2.7,-1.07
-4.6,-3.91,2.98,9.91,-14.92,1.56,14.62,22.69,-3.22,-16.46,7.85,4.38,3.41,-2.23,10.76,1.72,-23.54,-13.43,8.82,-2.91,-3.23
-4.76,-4.84,8.36,8.12,-11.83,4.5,16.72,20.55,-2.02,-19.16,7.45,1.48,1.3,-1.14,11.65,-1.97,-23.28,-13.7,12.56,-3.18,-6.58
-5.23,-4.75,12.82,7.64,-9.4,6.44,18.94,16.6,-2.25,-21.11,8.19,-1.02,-1.02,-0.09,12.48,-5.45,-22.73,-13.61,16.41,-3.85,-8.79
-6.16,-3.79,14.83,7.82,-7.18,7.77,20.68,12.08,-4.3,-22.7,8.77,-2.21,-2.73,0.92,12.8,-7.75,-22.37,-12.11,19.2,-4.99,-8.37
-6.82,-2.46,13.25,8.26,-5.0,9.09,21.89,7.96,-7.72,-23.82,6.78,-2.01,-2.73,2.08,12.68,-8.28,-22.23,-8.76,20.92,-6.33,-6.51
-6.67,-1.71,7.53,8.49,-4.78,8.61,20.05,5.26,-9.29,-22.9,3.43,-0.11,-0.2,4.38,11.6,-6.24,-20.56,-4.57,19.69,-8.05,-3.86
-5.4,-1.37,-0.25,7.89,-6.25,7.53,15.29,5.85,-7.81,-20.71,0.44,1.65,3.77,7.54,9.66,-2.75,-17.7,-0.57,15.48,-9.87,-2.31
-3.08,-1.81,-6.49,7.01,-7.27,6.98,9.68,9.18,-4.96,-19.25,-1.49,1.74,7.62,10.5,7.27,-0.4,-14.91,2.72,10.46,-11.75,-1.69
0.28,-2.91,-9.34,5.61,-6.8,6.85,3.96,11.73,-1.29,-18.84,-2.39,0.27,10.89,13.05,5.13,-0.43,-12.16,4.85,6.53,-12.22,-2.68
4.37,-3.81,-8.76,2.99,-5.21,6.52,-2.18,11.41,3.2,-19.37,-2.93,-1.62,13.45,15.54,3.5,-3.03,-9.0,5.47,3.82,-10.48,-3.93
7.55,-4.36,-3.78,0.25,-1.26,8.02,-5.1,10.09,5.61,-21.5,-5.94,-4.64,13.88,16.64,3.31,-7.45,-7.33,5.34,4.5,-6.34,-7.75
8.23,-4.65,3.77,-0.67,3.31,9.69,-4.89,8.37,4.58,-23.96,-7.9,-7.56,12.5,16.08,3.96,-11.87,-7.03,4.66,8.01,-2.56,-12.52
6.8,-4.98,10.49,-0.22,6.36,10.1,-4.11,7.21,1.45,-25.49,-6.22,-9.21,10.28,14.74,4.91,-14.8,-7.74,3.77,11.47,-0.9,-14.44
4.11,-4.78,14.9,1.09,7.78,10.08,-3.01,7.42,-3.01,-26.37,-2.03,-9.48,7.74,13.11,5.96,-15.93,-9.27,3.66,13.95,-0.84,-15.72
1.35,-3.95,15.89,2.63,8.71,9.81,-1.76,8.06,-8.4,-26.39,2.66,-8.18,5.45,11.47,6.92,-15.18,-11.24,4.71,15.29,-2.23,-16.08
-0.65,-3.11,12.61,4.09,7.14,7.11,-3.37,9.55,-11.31,-24.45,6.83,-4.87,5.28,11.08,6.82,-12.68,-11.72,6.27,13.54,-4.01,-14.42
-0.4,-2.41,7.55,3.91,4.09,3.22,-8.04,12.03,-10.4,-21.35,7.11,-0.87,6.98,11.83,5.84,-8.99,-10.85,7.63,8.74,-5.17,-10.63
1.52,-1.97,3.26,1.8,1.59,-0.02,-13.75,13.5,-7.0,-18.48,3.63,2.95,9.03,12.51,4.96,-4.96,-9.85,8.22,3.45,-5.41,-5.11
3.86,-2.5,-0.0,-1.38,-0.48,-2.57,-19.25,12.73,-2.53,-16.49,1.4,6.28,10.42,12.83,5.33,-1.58,-8.92,7.7,-0.27,-5.21,0.63
5.7,-4.07,-1.29,-4.51,-2.23,-4.79,-23.88,10.76,2.5,-15.43,3.89,8.56,10.86,13.24,7.09,0.56,-7.83,5.84,-1.89,-4.61,1.66
6.71,-6.33,0.59,-6.61,-1.15,-4.58,-24.58,8.67,5.14,-16.9,9.31,8.78,9.33,12.55,10.6,0.82,-8.41,3.35,0.31,-4.23,-3.17
5.84,-8.07,4.05,-6.59,0.43,-3.69,-21.66,6.67,4.5,-19.88,14.01,9.07,6.4,10.64,14.68,-0.11,-10.39,0.46,5.4,-4.02,-7.41
3.27,-9.18,7.26,-5.84,-0.01,-3.52,-17.64,5.4,2.03,-22.56,17.36,11.59,3.06,8.14,18.42,-0.08,-13.04,-2.5,10.46,-4.04,-8.2
-0.31,-9.24,9.57,-4.85,-2.9,-3.46,-12.97,4.52,-1.89,-24.15,19.51,15.83,0.06,5.5,21.71,2.24,-15.8,-4.23,14.61,-3.93,-9.56
-4.2,-8.67,9.45,-3.63,-7.27,-3.25,-8.16,2.92,-6.6,-24.28,20.09,19.74,-1.51,3.1,24.28,6.24,-18.52,-4.43,17.61,-2.99,-9.89
-7.42,-8.0,5.1,-1.88,-13.15,-4.86,-6.03,1.98,-9.69,-22.33,20.45,23.18,-0.92,2.14,25.16,10.83,-19.42,-3.91,17.32,-1.3,-7.23
-9.48,-7.81,-2.21,-0.64,-19.45,-7.24,-6.68,3.28,-10.04,-19.39,20.4,25.79,0.63,2.56,24.6,15.66,-18.86,-3.33,13.91,0.37,-2.01
-10.96,-8.03,-9.67,0.17,-24.86,-8.9,-7.8,6.29,-8.43,-16.83,17.7,27.53,1.91,3.34,23.82,20.47,-18.04,-2.89,10.05,-0.45,5.81
-12.68,-9.01,-13.3,1.14,-27.31,-10.04,-8.45,9.54,-6.03,-15.5,12.67,28.34,1.91,3.64,23.28,24.02,-17.7,-3.64,7.43,-2.16,14.23
-13.67,-9.97,-11.85,2.87,-27.12,-10.89,-8.31,13.59,-3.19,-15.55,10.22,28.24,0.2,3.65,23.06,26.0,-17.83,-5.97,6.29,-3.3,13.94
-13.86,-10.57,-6.66,5.12,-24.24,-9.83,-5.31,16.08,-2.61,-17.79,11.69,26.63,-4.43,2.22,23.65,25.63,-19.37,-9.18,8.34,-3.77,8.64
-14.13,-10.68,-1.12,8.12,-20.63,-8.52,-0.49,15.49,-4.81,-20.61,15.05,25.16,-9.84,0.25,24.71,23.53,-21.27,-12.68,12.91,-3.37,3.32
-13.67,-10.2,2.89,10.83,-17.48,-7.65,4.12,12.56,-8.65,-22.58,16.71,24.71,-13.91,-1.25,25.35,20.64,-22.63,-15.53,17.41,-2.55,1.17
-12.64,-8.58,5.26,12.52,-14.41,-6.72,8.47,9.45,-14.02,-23.74,16.76,24.87,-16.28,-2.62,24.95,17.4,-24.0,-16.69,20.78,-1.66,1.03
